order_id,customer_id,order_date,warehouse_id,order_status,shipment_status,payment_method,shipping_mode,session_id
15471,178462,2024-06-25,9720,Cancelled,Not Shipped,Debit Card,Express,SID-jbuUJKS0neLc
15472,106797,19/09/2024,3868,Processing,In Transit,Cash on Delivery,Standard,SID-9hqE7GBHNC3D
15473,183006,"Jan 25, 2023",9385, Delivered ,Delivered,Cash on Delivery,Express,SID-LKFTPreFpecN
15474,197939,09-05-2024,9440, Cancelled ,Returned,Debit Card,Same Day,SID-lEvyRvl5BlLk
15475,110351,2023-06-09,2673,Delivered,Delivered,Cash on Delivery,Same Day,SID-DxVTBTNGDhCe
15476,164626,2025-06-14,3045,Pending,Returned,Net Banking,Same Day,SID-F3YuRutZ48Sv
15477,212430,03/11/2023,1848,Pending,Packed,Wallet,Same Day,SID-puy5ixC4wifw
15478,103909,04-02-2024,796,Returned,In Transit,Debit Card,Same Day,SID-ZifCbeWZrcLU
15479,197034,10-12-2024,6905,Cancelled,Packed,Cash on Delivery,Same Day,SID-vVPVdcGpV77X
15480,126535,"Feb 09, 2024",503,Returned,Not Shipped,Credit Card,Next Day,SID-VygZKubxuW3Q
15481,133082,2023-05-10,8368,Pending,Returned,UPI,Standard,SID-mWNy0ugIFGNj
15482,109918,2024-05-08,8686,Delivered,Returned,Wallet,Same Day,SID-aMvAVbX4MwQS
15483,246236,"Sep 12, 2024",1633,Cancelled,Packed,Cash on Delivery,Same Day,SID-1ZI0U30cATt5
15484,102495,"Jul 04, 2024",5775,Processing,Returned,Wallet,Same Day,SID-Om4GbeyuMcG9
15485,179389,"Jul 08, 2024",687,Delivered,Delivered,UPI,Same Day,SID-lX4nenrQHO7S
15486,163057,06/04/2025,3523,Returned,In Transit,UPI,Same Day,SID-nyhPyU2P0Uqz
15487,242332,10-02-2023,5092,Delivered,In Transit,Net Banking,Next Day,SID-8MQALa8KBFiB
15488,191258,2023-07-26,2604,Delivered,Packed,Net Banking,Standard,SID-dx5o5j8Dqvlq
15489,156725,10-02-2024,4676,Returned,Packed,Net Banking,Express,SID-rQSdpzZ39HC5
15490,129563,2024-08-24,1355,Cancelled,Not Shipped,Debit Card,Same Day,SID-0je7XqdKVRRC
15491,173407,2023-09-14,3759,Pending,Not Shipped,Net Banking,Express,SID-ekMj8a0LCiqL
15492,152518,"Nov 13, 2023",5092, Returned ,Packed,UPI,Next Day,SID-XdXPr2lVSdsJ
15493,140735,2023-11-29,8783,Returned,Packed,Credit Card,Next Day,SID-4srsxVTnQPm7
15494,104002,05-18-2024,4715,Processing,In Transit,UPI,Same Day,SID-JHW5I8gkcptO
15495,134693,03-23-2024,1509,Returned,Not Shipped,Credit Card,Standard,SID-lxfXJYUbvVYh
15496,155273,2023-09-22,2593,Delivered,Not Shipped,Debit Card,Standard,SID-ZolbNfvtrcuS
15497,180169,03-07-2024,6318,Shipped,Packed,Debit Card,Next Day,SID-mr9INXTFlvmQ
15498,153578,24/09/2023,9684,Shipped,Delivered,Credit Card,Same Day,SID-n2YRFDknLwIp
15499,144848,"Feb 13, 2025",6889,Processing,In Transit,Net Banking,Standard,SID-XKrAyiERkEMO
15500,138469,06/01/2024,3142,Processing,Packed,Cash on Delivery,Same Day,SID-6PacEMjf2y6j
15501,106412,2025-06-15,4185,Cancelled,Packed,Net Banking,Express,SID-BQsQgcA6xxCN
15502,227520,"Oct 29, 2023",7593,Pending,In Transit,UPI,Same Day,SID-YB3K1Tch8XTM
15503,216864,2023-11-28,1749,Processing,In Transit,Net Banking,Standard,SID-UjJXT0XaygMY
15504,130493,08-28-2024,6742,Shipped,Returned,Cash on Delivery,Standard,SID-eYMBjdtiP3YO
15505,162991,2023-12-01,4739,Cancelled,Delivered,Net Banking,Standard,SID-PVLjPjrnsxh7
15506,133090,"Jan 07, 2025",6200,Cancelled,Returned,Wallet,Next Day,SID-JXFYkooXMeYu
15507,106862,04-04-2023,3847,Returned,Delivered,Wallet,Express,SID-VeUJMyYVRMqJ
15508,238970,2024-10-08,7041,Cancelled,Packed,Cash on Delivery,Express,SID-dd0sUlrHimFd
15509,112972,2024-10-21,10125,Returned,Not Shipped,Net Banking,Express,SID-JLuBs59lFlvb
15510,205860,2023-01-18,4006,Cancelled,Returned,Net Banking,Standard,SID-P48PcuSE0RId
15511,206358,2023-12-31,7059,Cancelled,Returned,Debit Card,Next Day,SID-BIdEbMFQpcNW
15512,111102,"Jun 08, 2023",6661,Pending,Packed,Debit Card,Express,SID-a9WXzGGMO6OU
15513,229924,26/01/2025,3573,Pending,Returned,Cash on Delivery,Same Day,SID-ijF0LRxRH1cm
15514,140477,12-15-2023,2726,Pending,Returned,Wallet,Express,SID-oNv9iqYYFWn6
15515,233903,2024-06-17,2353,Shipped,Returned,Wallet,Express,SID-1S0KKMA6WdgR
15516,193783,03-25-2024,6341,Pending,Packed,Cash on Delivery,Same Day,SID-A7PZKhv5JBKs
15517,101960,09-01-2024,2761,Pending,Returned,Credit Card,Next Day,SID-BAS27T39qKz5
15518,174162,"Dec 09, 2024",4917,Pending,Delivered,Debit Card,Next Day,SID-ZGqKsXY0DNcH
15519,119931,11-16-2023,2043,Shipped,Delivered,Credit Card,Express,SID-8rg5ORxNBuyJ
15520,178741,07-09-2023,3592,Processing,Not Shipped,Wallet,Express,SID-OCn2aAUpQJ4E
15521,167038,01-28-2024,788,Returned,Packed,Net Banking,Standard,SID-a4CQXHgMTkjR
15522,173540,"Jun 25, 2024",9320,Shipped,Delivered,UPI,Same Day,SID-pxQ9Rwx4DoAd
15523,241164,2025-04-27,4812,Returned,In Transit,Credit Card,Same Day,SID-ozUwKNvQYXlN
15524,110639,2024-11-10,8505,Returned,Not Shipped,UPI,Next Day,SID-4DDzy20h0wHu
15525,247952,2024-08-23,8624,Returned,Returned,UPI,Standard,SID-knaSSfVvqgPs
15526,209485,03-14-2025,2563,Cancelled,Delivered,Net Banking,Next Day,SID-rmCLp6lJh1Tn
15527,249934,11-20-2023,273,Processing,Not Shipped,Wallet,Same Day,SID-n76RIYeyuVBp
15528,232486,02-22-2024,3253,Cancelled,Returned,Wallet,Standard,SID-LshvazSRlHyV
15529,146080,07-21-2024,8885,Delivered,Not Shipped,Cash on Delivery,Standard,SID-MLfOF71mPb9I
15530,114677,01-18-2023,71,Cancelled,In Transit,Debit Card,Next Day,SID-8E8fZ7vT3xXn
15531,151960,04-28-2025,9348,Shipped,In Transit,Debit Card,Express,SID-SSV8vDedpzAU
15532,199181,"Oct 01, 2023",10024,Returned,Not Shipped,Cash on Delivery,Standard,SID-vQp6BRqjBbEq
15533,108155,"Sep 15, 2023",9248,Delivered,Delivered,Credit Card,Standard,SID-Ocm8WYLjRYg2
15534,219547,28/04/2023,8322,Returned,Delivered,Cash on Delivery,Same Day,SID-FDYhgHpAr7bn
15535,117802,09/02/2023,1348,Pending,Returned,UPI,Same Day,SID-FjwX9AfnwcYz
15536,160203,02-15-2025,8996,Pending,In Transit,Debit Card,Standard,SID-1Mlrs2z8rLWM
15537,229613,15/06/2025,8867,Returned,In Transit,Wallet,Next Day,SID-S9ZRySsYr2nu
15538,116678,10-31-2024,6787,Delivered,In Transit,Debit Card,Next Day,SID-qLW2GjPqYgG7
15539,192454,2023-09-19,5731,Processing,Packed,Credit Card,Express,SID-wBnYEbyzHr8Z
15540,148497,29/01/2023,7020,Cancelled,Packed,Wallet,Same Day,SID-OIXGmd1ZzLe7
15541,208585,2024-12-29,8896,Processing,In Transit,Wallet,Next Day,SID-rmnTQOf9zYqU
15542,166564,24/01/2024,8381, Delivered ,Delivered,Credit Card,Express,SID-qKZJhiJFq7XQ
15543,232284,08-04-2023,564,Processing,Delivered,Net Banking,Standard,SID-xpa0C4qALy6z
15544,101505,05-29-2024,6402, Returned ,Returned,Net Banking,Standard,SID-VsAsEsFqLwNK
15545,134438,"Jul 16, 2024",7565,Processing,Delivered,Net Banking,Standard,SID-1b66JMedBUEW
15546,210757,09/05/2024,9385,Cancelled,In Transit,Credit Card,Standard,SID-Ch771GFPTFfb
15547,149652,2024-06-11,7584,Returned,Returned,Wallet,Express,SID-C6Daev4gD3BS
15548,174785,2024-09-24,5865,Cancelled,Delivered,UPI,Next Day,SID-3NbTl8N4Jpyq
15549,123148,02-16-2024,9659,Shipped,Not Shipped,Credit Card,Standard,SID-V7dSIe7zevjC
15550,212294,20/08/2024,2535,Shipped,Delivered,Cash on Delivery,Next Day,SID-NsIX8mbvqj0A
15551,160140,2024-01-01,9351,Returned,Delivered,UPI,Standard,SID-G8HbzMufZ7Iw
15552,246430,"May 03, 2023",9041, Shipped ,Returned,UPI,Same Day,SID-1u4SCM7bgPuY
15553,160072,2025-01-11,7862,Processing,Packed,Wallet,Same Day,SID-QLFBJKCdnJUy
15554,239877,2024-03-09,2099,Processing,Delivered,Cash on Delivery,Same Day,SID-2Q3EQdlIqXmw
15555,117332,"Jun 16, 2023",5320,Cancelled,Packed,UPI,Same Day,SID-epQcro0Lvm7H
15556,235613,2023-07-15,656,Returned,Returned,Cash on Delivery,Same Day,SID-Ekn8scPJMHNn
15557,247331,05-18-2025,4277,Cancelled,Not Shipped,UPI,Next Day,SID-LUgS0okAqrt4
15558,241269,2024-03-03,951,Delivered,Not Shipped,Credit Card,Express,SID-GdbqqjQx77fH
15559,212840,10-03-2024,5637,Processing,Packed,Net Banking,Next Day,SID-XTXX5r5CGgY2
15560,154629,08-23-2023,115,Shipped,Packed,Debit Card,Same Day,SID-s7NluWmONAxa
15561,224844,06-08-2024,2839,Cancelled,Packed,Net Banking,Standard,SID-7mO4YmQu6YqS
15562,197374,2025-06-14,5816,Shipped,Not Shipped,Cash on Delivery,Next Day,SID-O5K68DtWrSSl
15563,225309,"Sep 06, 2023",228,Processing,Delivered,Wallet,Express,SID-k65dkofwvTKT
15564,198994,12/05/2024,307,Pending,Delivered,Net Banking,Express,SID-57Sl12t7JO9w
15565,200847,2023-12-08,4349,Shipped,Delivered,UPI,Next Day,SID-CE3iiI1ppix7
15566,207576,06-08-2024,4299,Returned,Not Shipped,UPI,Express,SID-THrNzIONjnG7
15567,179366,"Jul 06, 2023",9120,Pending,In Transit,Wallet,Standard,SID-kUmmwaqDR785
15568,115208,23/11/2024,3448,Cancelled,Not Shipped,Wallet,Express,SID-WfCU5UgFl12m
15569,225514,05-28-2024,6916,Delivered,Delivered,Net Banking,Express,SID-rJUqH8Q5dScv
15570,121214,"Jul 01, 2024",3728, Returned ,Not Shipped,Credit Card,Next Day,SID-uTYAkVtBZw3R
15571,152372,05/12/2023,1083,Processing,Delivered,Cash on Delivery,Express,SID-qVYxsl2o8pFo
15572,204453,"Oct 05, 2024",7996,Delivered,Packed,Cash on Delivery,Express,SID-zMvysSCvSKNH
15573,248673,03-17-2025,8281,,In Transit,Cash on Delivery,Next Day,SID-d6qd84rLr1Kd
15574,163630,"Jan 03, 2024",9375,Cancelled,Not Shipped,Cash on Delivery,Same Day,SID-J4pJkCh3TCOE
15575,194593,2024-03-03,1899,Cancelled,Returned,Wallet,Next Day,SID-WcrmYnJ2MQ2E
15576,234221,10-08-2023,9437,Cancelled,Not Shipped,Wallet,Express,SID-hVGGIYlcwsaj
15577,108274,04-02-2024,6493,Cancelled,Packed,Debit Card,Next Day,SID-giqkQpc4ojpj
15578,169082,05-15-2025,2202,Pending,Packed,Net Banking,Next Day,SID-hy6wHRrfriSM
15579,213176,2025-01-01,5228,Shipped,Delivered,Credit Card,Standard,SID-GuwNJjg5zUCZ
15580,112228,06-19-2025,6115,Cancelled,Packed,Wallet,Same Day,SID-fnTSNJOqUfQN
15581,193215,07-06-2023,9793,Processing,In Transit,Credit Card,Express,SID-R915ISXNR2tq
15582,156001,"Nov 09, 2024",6586,Processing,Not Shipped,Net Banking,Standard,SID-wCofJq7ftTcd
15583,103296,30/08/2024,1082,Shipped,Packed,Cash on Delivery,Same Day,SID-BLpeF92ah363
15584,215552,09-15-2023,7446,Returned,Packed,Credit Card,Next Day,SID-oa194Z4MaZhB
15585,193232,2024-12-08,8880,Returned,Packed,UPI,Next Day,SID-JINqdyozwJI5
15586,201986,08-27-2024,473,Pending,Returned,UPI,Next Day,SID-b7xWll2YwmDU
15587,134233,26/06/2023,1557,Pending,Packed,Credit Card,Next Day,SID-T8dRAjVdikxr
15588,192554,03/02/2023,2687,Processing,Not Shipped,UPI,Next Day,SID-c0tcHTWKn2uf
15589,172983,2023-11-04,2674,Cancelled,Packed,Wallet,Next Day,SID-0CCCSfUEbqCq
15590,173415,07/10/2027,1602, Returned ,Returned,Net Banking,Same Day,SID-AKXepfLHbqdr
15591,225051,03-03-2023,2474,Processing,Returned,Credit Card,Next Day,SID-o3HUDfHLikMs
15592,209850,"Oct 30, 2023",658,Pending,Returned,Wallet,Standard,SID-NqvEvgUk7tAg
15593,225849,2024-09-21,6735,Shipped,Delivered,Cash on Delivery,Next Day,SID-GYpZyiS5Edi0
15594,145004,2023-08-20,409,Returned,Delivered,Wallet,Next Day,SID-Q11b2xkheCoY
15595,113373,12-02-2024,9148,Pending,Packed,Debit Card,Express,SID-FFHeizUqmyYg
15596,130493,2024-03-05,5660,Processing,Returned,Net Banking,Next Day,SID-QBNfqkbosPGI
15597,107949,"Aug 22, 2023",2118,Processing,Delivered,Net Banking,Same Day,SID-yZMeLqdxE1fK
15598,207411,2025-06-06,8039,Cancelled,Returned,Wallet,Express,SID-cD1QjV2KPWew
15599,240895,11/07/2023,5605,Delivered,Returned,Credit Card,Express,SID-CU1QuLxzlXgR
15600,145021,01-22-2025,6385,Cancelled,Delivered,UPI,Next Day,SID-kkFvLmOiGEPm
15601,201736,06/11/2024,7940,Pending,Returned,Credit Card,Same Day,SID-UliEXEcHnFS5
15602,219677,2024-05-05,2336,Processing,Not Shipped,Debit Card,Express,SID-loZp5maVp0jZ
15603,175902,2027-06-24,6368,Shipped,Returned,UPI,Next Day,SID-1pGGa2pVXkEA
15604,129835,2023-12-26,8612,Delivered,Packed,Debit Card,Same Day,SID-7SUIIXPPqTQ5
15605,203649,2025-06-18,9273,Delivered,Not Shipped,UPI,Express,SID-3B8vgVkfIlAj
15606,109684,"Feb 16, 2024",9847,Cancelled,Delivered,Credit Card,Same Day,SID-kB5XLCTIeILN
15607,135101,"Sep 21, 2023",4432,Cancelled,In Transit,Debit Card,Next Day,SID-xx8lvLQk0gPD
15608,117433,"Apr 02, 2024",1796,Cancelled,Returned,Credit Card,Express,SID-PbIOLeizv3wj
15609,222741,30/05/2023,7796,Shipped,In Transit,Debit Card,Express,SID-DCF2AZUVby1n
15610,190066,05-07-2025,6242,Shipped,Not Shipped,Cash on Delivery,Next Day,SID-hinbpPtdp6Kx
15611,225193,2024-02-25,2133,Shipped,Delivered,UPI,Next Day,SID-6pyMGqqLKAoG
15612,158321,2025-05-09,10111,Pending,Delivered,Cash on Delivery,Same Day,SID-XAkkbGAoj3cy
15613,157055,"Sep 09, 2023",2185,Returned,Delivered,UPI,Same Day,SID-SrY0FRDYEQcz
15614,223423,08-22-2023,625,Returned,Not Shipped,UPI,Express,SID-01pw1kjswS9O
15615,200281,"Jun 11, 2025",5787,Cancelled,Packed,Credit Card,Same Day,SID-KmCoDo6QA2Rn
15616,103241,04-21-2023,6703,Pending,In Transit,Credit Card,Same Day,SID-6FLBf8hYyCah
15617,208767,"Jul 31, 2023",6478,Cancelled,Packed,Cash on Delivery,Standard,SID-QHc4Noi4rLGz
15618,146980,04-30-2024,6693,Pending,In Transit,Debit Card,Same Day,SID-sT3ijzuwSo3x
15619,161938,29/05/2025,5741,Returned,Returned,Wallet,Standard,SID-M5NhSeWj22pZ
15620,129456,21/05/2023,8359,Processing,Delivered,UPI,Next Day,SID-ZgL3T21kvZWB
15621,178091,05-09-2024,8420,Processing,Delivered,Credit Card,Next Day,SID-qu7wp15buYmR
15622,167747,10/04/2024,3670,Delivered,In Transit,Wallet,Next Day,SID-r822sWVweA78
15623,142820,2023-03-06,2345,Pending,Not Shipped,Net Banking,Express,SID-fCgzR0ANkI6K
15624,146317,2025-05-14,7744,Processing,In Transit,Debit Card,Same Day,SID-8bzy981p6BC8
15625,132102,05/06/2023,5696,Returned,In Transit,Debit Card,Express,SID-sL0hnfOoiwhI
15626,197298,"Feb 02, 2025",9091,Cancelled,In Transit,Debit Card,Express,SID-7jVkSEUIYfhj
15627,239566,01-29-2023,9969,Returned,Packed,UPI,Standard,SID-cZeVNpPsUKXZ
15628,167229,05-10-2023,2765,Cancelled,Delivered,Cash on Delivery,Next Day,SID-q5Cq8Vn091KW
15629,196745,"May 07, 2024",7000,Pending,Not Shipped,UPI,Express,SID-8IMkacW2H87b
15630,145422,2024-11-27,7396,Shipped,Delivered,Cash on Delivery,Next Day,SID-GclquVj4crii
15631,202626,06-12-2025,5446,Cancelled,Returned,Debit Card,Express,SID-KY4A9Uvh8seG
15632,148475,2024-05-01,4709,Returned,Not Shipped,Cash on Delivery,Standard,SID-EZ1h28dIkMHa
15633,166825,"Jan 17, 2025",1345,,In Transit,Wallet,Next Day,SID-0HLQSlHiu0N3
15634,136353,"Mar 21, 2025",7477,Processing,Packed,UPI,Next Day,SID-RicnVrRUFo6c
15635,184109,04/01/2023,1748,Delivered,Returned,UPI,Standard,SID-y56VOdPXWL3T
15636,212170,19/08/2023,4560,Cancelled,Not Shipped,Wallet,Same Day,SID-JODsCjGVRuRp
15637,211281,2024-06-09,8785,Processing,In Transit,Debit Card,Standard,SID-RkHpFLR1iD7l
15638,248481,10/09/2023,5591,Returned,In Transit,Cash on Delivery,Same Day,SID-2EzDtmBbcI79
15639,203426,14/02/2023,2168,Cancelled,Delivered,UPI,Express,SID-RRZUi2npPh2J
15640,127210,2023-11-11,48,Pending,In Transit,Wallet,Standard,SID-55qHOfLxXAIH
15641,182278,09/10/2023,1261,Pending,Packed,Debit Card,Express,SID-tKuMEvE4vp72
15642,141266,10-29-2024,3401,Returned,In Transit,Net Banking,Standard,SID-LtuCpbp5CE4s
15643,130946,01-19-2023,5609,Shipped,Packed,Wallet,Same Day,SID-XyxPIQnSE9aW
15644,200565,05-06-2025,773,Cancelled,Delivered,Debit Card,Standard,SID-lfwJo12ebPbr
15645,165016,"Feb 09, 2023",7527,Delivered,Delivered,UPI,Express,SID-6oqw3aIWvVOp
15646,239735,2024-06-27,8482,Cancelled,In Transit,UPI,Next Day,SID-V0I0GlX7i0qK
15647,122367,10/11/2023,9475,Pending,Delivered,UPI,Same Day,SID-wWNkAadkCMlD
15648,173808,2024-08-15,5148,Shipped,Not Shipped,Cash on Delivery,Standard,SID-ifPItmxjZBlh
15649,235661,2023-07-23,9423,Shipped,Delivered,UPI,Next Day,SID-5yf190gphVoM
15650,142076,"Feb 26, 2024",3398,Pending,Not Shipped,Cash on Delivery,Next Day,SID-ckaKQkuLFF11
15651,186119,01-06-2023,6969,Processing,In Transit,Wallet,Standard,SID-HBOcG3D6zaI1
15652,190723,22/02/2024,6381,Delivered,Returned,Net Banking,Same Day,SID-6UsjB5aRXE23
15653,183521,11-15-2023,1386,Returned,Packed,Cash on Delivery,Express,SID-ajXAZhGUB0OA
15654,153862,09-16-2023,5613,Processing,Not Shipped,UPI,Express,SID-RB51cmFOvhLj
15655,206749,06-16-2025,8513,Cancelled,In Transit,UPI,Next Day,SID-zh4ELt4XTAkM
15656,231622,2024-07-01,606,Returned,Not Shipped,Net Banking,Same Day,SID-JJdGyIvZVY6p
15657,154175,23/04/2024,2869,Cancelled,In Transit,Wallet,Standard,SID-H6ili1iT4SQ3
15658,147236,04/05/2025,340,Cancelled,Not Shipped,Wallet,Express,SID-2xtJD8ZKF0Rs
15659,153779,04-07-2023,146,Returned,Delivered,Net Banking,Express,SID-89dka7z9ZNXO
15660,213441,25/09/2023,9024,Cancelled,Returned,Wallet,Express,SID-FhVIUKMrfhsD
15661,141707,01-29-2024,1835,Processing,In Transit,UPI,Express,SID-WJ8RJCSNUxvq
15662,198839,"Feb 22, 2024",97,Pending,Returned,Credit Card,Same Day,SID-OxQfXq7jCAg9
15663,159451,06/03/2025,1494,Processing,Packed,Debit Card,Express,SID-8zJWbFb7Vc0C
15664,101170,2024-09-11,1760,Delivered,In Transit,UPI,Standard,SID-ZMoPtpQ6KPcu
15665,238622,"Mar 31, 2024",506,Delivered,Returned,Debit Card,Same Day,SID-m8jh72FAa4VU
15666,104903,01-08-2025,2406,Cancelled,Not Shipped,Cash on Delivery,Express,SID-7fd1DjP3VPWo
15667,172977,01-21-2025,5278,Delivered,Packed,Debit Card,Express,SID-Qp9oc62czt44
15668,164136,03-30-2024,3161,Cancelled,Returned,Cash on Delivery,Express,SID-sIa0GqWoCWMb
15669,100446,29/07/2024,2963,Cancelled,Returned,UPI,Next Day,SID-KcBndrcrkXJC
15670,115330,"Mar 14, 2025",7238,Shipped,Not Shipped,Cash on Delivery,Next Day,SID-Je27Xw2Mk41Q
15671,215619,01-17-2023,3418,Delivered,Returned,UPI,Next Day,SID-lbNviS9omX4G
15672,244687,02/11/2024,2202,Processing,Returned,UPI,Standard,SID-Uz9MASLyldWZ
15673,157932,06-13-2025,6130,Processing,Returned,Net Banking,Express,SID-PpN2N4mXJ6W9
15674,126952,03-06-2023,6101,Returned,Delivered,Debit Card,Express,SID-CdXcCWntnoKe
15675,212081,2024-04-18,5999,Returned,Delivered,UPI,Standard,SID-QSsZKx6HF9Lo
15676,138133,"May 04, 2024",3095,Shipped,Delivered,UPI,Same Day,SID-unTacT9VE6cm
15677,190132,"Feb 20, 2024",7912,Cancelled,In Transit,Wallet,Next Day,SID-0lWfcdMBN8Kt
15678,227684,"Aug 18, 2023",5254,Pending,Delivered,Wallet,Express,SID-6m73gNAeoAVp
15679,137663,"Jun 15, 2024",153,Shipped,Delivered,Net Banking,Standard,SID-vMyXxgepXIgm
15680,202252,25/03/2024,5907,Processing,Not Shipped,Cash on Delivery,Next Day,SID-XQrKCxuG7jLS
15681,133200,22/03/2025,3624,Returned,Delivered,UPI,Same Day,SID-4JTLXrBp3R1I
15682,170019,17/06/2025,2989,Cancelled,Packed,Net Banking,Express,SID-iZvDGbt0D6JW
15683,141785,18/01/2025,2442,Shipped,In Transit,Debit Card,Next Day,SID-6uwhtbupM8ew
15684,138137,10/06/2024,1606,Delivered,In Transit,Debit Card,Next Day,SID-KuS5oInLgARH
15685,102994,22/12/2024,2689,Delivered,Not Shipped,UPI,Next Day,SID-fesXikCyWKVw
15686,204965,"May 03, 2024",4225,Cancelled,In Transit,UPI,Standard,SID-l3ftu68gfYz4
15687,201061,"Feb 02, 2025",7947,Delivered,Packed,Wallet,Next Day,SID-V266Ml4lfP1Y
15688,201636,15/01/2024,4117,Delivered,Delivered,Wallet,Standard,SID-EVOaUqxndMjp
15689,249710,"Mar 09, 2025",9520,Shipped,Not Shipped,Credit Card,Same Day,SID-VFsOjQnLgAFn
15690,135088,2023-01-08,3174,Pending,Delivered,Cash on Delivery,Express,SID-74IixuMHBLGw
15691,131683,24/03/2023,793,Shipped,In Transit,Cash on Delivery,Express,SID-EqBFhCZY3ihG
15692,244114,22/03/2023,6356,Pending,Not Shipped,Net Banking,Standard,SID-CYpTofaAL9FA
15693,239013,2023-07-28,6113,Pending,In Transit,Wallet,Same Day,SID-nWhvIpjsKZsg
15694,124358,2024-07-26,9601,Pending,Packed,UPI,Next Day,SID-Sb3PV701HqSx
15695,101818,2023-08-27,4290,Processing,Packed,Debit Card,Standard,SID-vq9KkD2TgRUu
15696,124132,"Jan 26, 2023",9403,Shipped,Returned,Wallet,Express,SID-p0V7Jw632A5x
15697,198912,10-08-2024,2286,Pending,Not Shipped,Debit Card,Next Day,SID-6yo4ZqkwLvWc
15698,105849,12-23-2023,2977,Pending,Delivered,Net Banking,Standard,SID-Wgh7td3Aj2o9
15699,237639,04-22-2023,8068,Returned,Packed,Net Banking,Standard,SID-n5wSGvzC5Jz1
15700,120645,06-27-2023,1212,Cancelled,In Transit,Debit Card,Same Day,SID-4GqRVNUyW9Gu
15701,186815,2025-02-15,4168,Returned,Packed,UPI,Next Day,SID-LVZW4WUZIiGE
15702,116927,2023-04-04,4949,Cancelled,Not Shipped,Net Banking,Next Day,SID-dAo7onGBwzfM
15703,101202,"Jul 05, 2023",8117,Returned,Packed,Cash on Delivery,Express,SID-ITlLHC5cKqXR
15704,207301,2025-06-18,4277,Cancelled,Returned,Wallet,Standard,SID-9ULSBiCfxqI1
15705,105016,"Jul 04, 2024",8685,Processing,Delivered,Wallet,Express,SID-jeraQEyEzCmI
15706,105032,2024-03-04,5236,Pending,In Transit,Wallet,Next Day,SID-tQHLxXSKuwNM
15707,194916,2024-11-11,1246,Pending,In Transit,Wallet,Standard,SID-yN6A7s5fAw2U
15708,109252,"Feb 14, 2024",7721,Processing,Packed,Debit Card,Standard,SID-7y1NfCLl2alw
15709,247324,"Aug 19, 2024",2094,Cancelled,Delivered,Cash on Delivery,Express,SID-zWJDoBMwA1g2
15710,234837,"Aug 01, 2023",6227,Returned,Packed,Credit Card,Next Day,SID-Fm5gDpOuzJ8j
15711,213816,"Aug 31, 2024",5342,Shipped,Delivered,Cash on Delivery,Express,SID-uxrlU8ip5Lct
15712,160417,06-16-2024,2422,Pending,In Transit,UPI,Next Day,SID-XemaNJ3NLwtd
15713,101588,23/04/2024,4815,Returned,Not Shipped,Cash on Delivery,Standard,SID-jFycnNTk15nV
15714,161955,2023-01-23,7427,,In Transit,UPI,Same Day,SID-2p5QzUTidR1I
15715,209418,2025-03-21,8346,Processing,Delivered,Credit Card,Same Day,SID-gHFhWhhTuj4w
15716,138196,10-14-2023,4063,Pending,Packed,Wallet,Express,SID-Da2rRU4TMVxR
15717,197900,29/03/2024,3988,Shipped,In Transit,Credit Card,Express,SID-9nmtDEelRrem
15718,133547,01/03/2025,6521,Delivered,Delivered,Credit Card,Express,SID-lUvfY6aiJWqe
15719,113895,"Dec 13, 2024",9636,Shipped,Delivered,UPI,Next Day,SID-BtbsoOyr1m1M
15720,112746,2024-10-02,2013,Shipped,Not Shipped,Wallet,Standard,SID-62T177gM2r10
15721,239424,2023-11-18,7019,Pending,Delivered,Debit Card,Standard,SID-tUHMRptLmkOO
15722,249593,"Apr 19, 2023",570,Processing,In Transit,Cash on Delivery,Same Day,SID-VKlNtkk2LX0b
15723,143762,30/12/2023,2215,Processing,Returned,Cash on Delivery,Standard,SID-lr9Kr3FQzBkD
15724,187230,26/03/2023,7736,Shipped,Not Shipped,Credit Card,Standard,SID-DNv3ivZTO5B1
15725,211076,"Nov 14, 2023",7185,Cancelled,Returned,Wallet,Same Day,SID-wttsQGX8IhXq
15726,180867,"Feb 22, 2025",1501,Delivered,Packed,Credit Card,Standard,SID-89wRf2qEmgEV
15727,108330,"Apr 12, 2025",1461,Shipped,Returned,Cash on Delivery,Express,SID-HYGo4yGPkWnh
15728,185947,03/01/2025,1811,Processing,Returned,Cash on Delivery,Next Day,SID-jtokIpHzEJCJ
15729,121741,"Aug 07, 2024",3659,Pending,In Transit,Debit Card,Standard,SID-MMOpgpnRuZlr
15730,160395,12-25-2023,484,Returned,In Transit,Cash on Delivery,Express,SID-oILdbTjdfBQW
15731,104298,"Sep 28, 2024",5160, Processing ,Delivered,Credit Card,Standard,SID-Gv14fKHhoYaq
15732,174720,10-10-2023,3163,Cancelled,Not Shipped,Debit Card,Next Day,SID-QT5pXfWumyN7
15733,207986,2023-08-26,2585,Returned,In Transit,Net Banking,Next Day,SID-8RlZNkrXp9yj
15734,202055,01-27-2024,3856,Pending,Not Shipped,Wallet,Standard,SID-5IlRwz5ebXfp
15735,138299,10/07/2024,9691,Processing,In Transit,UPI,Express,SID-kKPWmEyLAUjZ
15736,244546,12-26-2024,1328,Processing,In Transit,Cash on Delivery,Standard,SID-nHQTB0SzP8TG
15737,167927,11/02/2023,1099,Pending,In Transit,Debit Card,Next Day,SID-pGKNZqlmfS5z
