inventory_id,product_id,warehouse_id,stock_quantity,reserved_stock,damaged_stock,last_updated,remarks
15251,7886,2936,178.0,6,3,"Apr 15, 2023",RMK-12IJPW
15252,3642,8886,375.0,24,2,16/05/2023,RMK-VKY6V7
15253,1813,6973,417.0,54,19,2024-12-22,RMK-R4ANEI
15254,1497,2303,354.0,54,2,04-13-2024,RMK-KAZFFU
15255,4591,3102,186.0,28,6,06-01-2024,RMK-5T56NA
15256,727,2364,279.0,4,4,14/01/2025,RMK-KKSJA7
15257,6304,8961,352.0,28,1,16/11/2023,RMK-IL5KBX
15258,1872,5771,480.0,103,6,2023-02-08,RMK-IWWLU3
15259,1633,9806,45.0,6,1,22/10/2023,RMK-H8L9JS
15260,8783,6821,117.0,14,2,11/08/2024,RMK-0H8FHN
15261,11008,3590,47.0,0,2,"Oct 30, 2024",RMK-YV8ROJ
15262,7078,9974,286.0,76,10,"Oct 21, 2023",RMK-35EWNH
15263,7313,969,395.0,13,5,10-05-2024,RMK-UEXMRY
15264,2760,7632,26.0,1,1,"Oct 28, 2024",RMK-O003WR
15265,3796,4631,357.0,53,4,27/12/2023,RMK-3AHTID
15266,2999,3020,20.0,5,1,2024-05-21,RMK-FFU0X4
15267,7504,4605,96.0,9,2,08/08/2023,RMK-F8TZR6
15268,11550,5388,416.0,54,2,20/03/2024,RMK-057DV2
15269,4450,3021,141.0,2,2,28/12/2023,RMK-1NEMA7
15270,3988,9141,134.0,8,6,03-23-2024,RMK-SF1JM8
15271,8346,6418,1.0,0,0,"Oct 25, 2024",RMK-5MKGN1
15272,2034,3720,407.0,70,0,07-25-2024,RMK-K6YKRM
15273,4642,9507,8.0,2,0,"Jul 13, 2024",RMK-PJUDX9
15274,2645,7723,280.0,8,0,07-06-2024,RMK-V8WGCH
15275,6628,1151,215.0,61,10,02/09/2023,RMK-CV8YCP
15276,10668,533,475.0,120,4,2024-01-06,RMK-DT1WO0
15277,2650,3439,282.0,47,7,01-01-2023,RMK-GKYOOD
15278,1845,8804,194.0,56,1,05/07/2024,RMK-AZ5F5L
15279,7806,4975,356.0,84,8,"May 19, 2024",RMK-HYKREP
15280,7881,5428,155.0,33,3,02-12-2025,RMK-CAG9W9
15281,12271,7527,420.0,82,4,"May 23, 2023",RMK-R191TT
15282,7419,2683,181.0,51,6,"Apr 04, 2023",RMK-OH2894
15283,4260,3653,480.0,16,2,"Dec 22, 2023",RMK-3B6Y9V
15284,7445,4928,,,,2025-05-15,RMK-Q580NQ
15285,3292,7651,382.0,17,17,26/10/2023,RMK-BFAVEQ
15286,10907,4488,46.0,6,1,"Apr 23, 2025",RMK-80Z991
15287,6917,2400,275.0,39,3,09/12/2023,RMK-2EA66G
15288,2836,7974,341.0,71,17,"Jun 10, 2023",RMK-5MEMM5
15289,3941,6950,140.0,5,3,2025-05-16,RMK-XLVBNV
15290,2171,1756,341.0,56,7,2024-11-29,RMK-YYNSJX
15291,3409,306,427.0,19,3,05-04-2023,RMK-L47T31
15292,10677,9146,37.0,8,0,2025-05-17,RMK-XJD8WE
15293,10301,6848,31.0,0,1,2025-04-08,RMK-MDIEHZ
15294,6957,10110,378.0,104,5,07/06/2023,RMK-Y5RWNG
15295,10439,8440,358.0,38,9,2023-09-25,RMK-97I7HA
15296,8209,6133,358.0,94,2,2023-08-10,RMK-VAUGPO
15297,12283,6749,84.0,25,3,21/01/2025,RMK-66LKM7
15298,11317,8695,273.0,21,9,01/05/2023,RMK-CVS94H
15299,446,4748,168.0,39,2,"Sep 13, 2023",RMK-PDOV2Y
15300,5546,8832,151.0,33,2,"Apr 03, 2024",RMK-3FPX6K
15301,4682,6309,145.0,18,0,"Jan 04, 2023",RMK-NKTDBQ
15302,6409,6906,207.0,11,2,30/12/2023,RMK-R7P35B
15303,2921,6240,471.0,124,21,29/05/2023,RMK-V801YU
15304,6383,4090,221.0,19,0,15/02/2024,RMK-ZJBSUD
15305,1384,2450,153.0,23,3,27/04/2023,RMK-SDMBUV
15306,4406,5840,275.0,78,3,28/05/2025,RMK-B8TR0U
15307,7163,4782,216.0,2,1,19/01/2023,RMK-XGKDDG
15308,9719,7661,2.0,0,0,01-18-2024,RMK-FOWJLC
15309,4735,4937,369.0,87,8,"Jul 23, 2023",RMK-4APKIG
15310,6877,9165,53.0,11,0,06-06-2023,RMK-4K122G
15311,2034,5045,422.0,14,6,09-11-2023,RMK-BJO4NB
15312,4298,1787,269.0,10,0,09-30-2023,RMK-Y8MXJM
15313,8450,3246,438.0,113,17,09-08-2023,RMK-SH0O4I
15314,5738,2445,488.0,7,18,"Jan 17, 2025",RMK-NIRFWX
15315,8530,9592,26.0,3,1,2024-07-26,RMK-3LL3SD
15316,2481,869,209.0,21,10,11-19-2023,RMK-2H62ZK
15317,4579,311,127.0,34,4,"Dec 01, 2023",RMK-V69QN2
15318,11635,1105,421.0,70,15,"May 27, 2025",RMK-33JR9X
15319,12163,3994,108.0,28,1,25/05/2025,RMK-GQRUPV
15320,1000,7653,30.0,8,0,2025-02-12,RMK-T1JDT8
15321,9546,9340,84.0,2,0,2023-01-01,RMK-LOMAWY
15322,7050,7060,276.0,76,4,"Sep 14, 2023",RMK-IOGTP3
15323,668,7837,105.0,22,4,29/04/2025,RMK-EQGGH8
15324,5304,913,290.0,32,9,08-20-2023,RMK-4BAKVW
15325,8603,160,145.0,40,7,12-25-2023,RMK-3W9SP7
15326,7343,9500,51.0,0,1,2025-06-13,RMK-GKNOI6
15327,9387,2636,61.0,13,3,12-30-2023,RMK-6AWAHQ
15328,1078,9994,474.0,59,8,"Feb 10, 2023",RMK-LXPM7I
15329,3852,4058,268.0,29,12,09-27-2023,RMK-3K4DRE
15330,7242,5920,266.0,17,11,04-19-2025,RMK-PJ6KZL
15331,5281,6095,485.0,34,5,2025-06-16,RMK-MDJLJU
15332,1381,8876,475.0,142,15,2023-01-24,RMK-6OL9DX
15333,682,8720,192.0,24,6,14/02/2025,RMK-YP57PY
15334,7505,2208,237.0,22,9,05-31-2024,RMK-FM3GBC
15335,6789,5710,56.0,9,0,"Oct 04, 2023",RMK-SY35CV
15336,1644,7757,207.0,44,9,"Dec 26, 2023",RMK-6BJH2A
15337,1137,6181,177.0,21,1,30/05/2023,RMK-EY4U21
15338,11343,9525,135.0,31,1,2025-01-06,RMK-O4WZ4S
15339,67,4236,5.0,0,0,17/06/2024,RMK-FEDL3W
15340,4575,761,10.0,1,0,11-17-2023,RMK-LJDBJU
15341,6193,5038,143.0,9,4,05/01/2024,RMK-CV2WHS
15342,4573,5648,241.0,71,7,2025-02-09,RMK-A2BK3W
15343,9302,9136,,,,"May 14, 2023",RMK-8OSHEY
15344,493,4523,24.0,0,1,10-29-2024,RMK-ZPG06N
15345,4533,9734,45.0,11,2,25/02/2024,RMK-YSJA1E
15346,4209,2994,223.0,1,11,10-28-2023,RMK-4VW2GP
15347,3906,1436,228.0,24,6,2023-02-07,RMK-UMSDZK
15348,2491,685,47.0,2,2,19/07/2023,RMK-VQTGYP
15349,5785,9805,104.0,28,3,19/01/2024,RMK-FY24F8
15350,3321,7669,224.0,25,0,05-08-2025,RMK-2DX7HC
15351,9943,7294,264.0,66,6,15/12/2024,RMK-6XRH3E
15352,8733,8856,178.0,0,1,"Jun 05, 2024",RMK-2WR99M
15353,7716,742,191.0,22,6,"Jan 14, 2023",RMK-DZAXG2
15354,222,6393,345.0,31,10,2023-11-24,RMK-06F0GO
15355,6707,5931,375.0,17,5,08-02-2023,RMK-46LJVG
15356,6382,4212,392.0,101,15,02-19-2025,RMK-VSG4F0
15357,1667,4766,348.0,44,1,10-05-2023,RMK-AAX3OJ
15358,6928,5849,53.0,7,0,02-05-2024,RMK-7U473H
15359,8105,9467,331070.0,80805,9516,10-22-2023,RMK-E0EMNC
15360,2356,6427,189.0,37,9,19/04/2025,RMK-YCX1XF
15361,1004,5477,220.0,56,7,"Jan 30, 2025",RMK-11Y37E
15362,1631,2458,300.0,67,0,2024-11-15,RMK-O0SSZF
15363,11902,3906,312.0,11,1,06-16-2025,RMK-L9AYDI
15364,5276,8433,225.0,5,2,07/02/2023,RMK-79DC4R
15365,8082,1492,395.0,20,9,2023-09-16,RMK-L8D9MU
15366,11016,8542,79.0,20,0,2025-01-24,RMK-5WSYUU
15367,5118,6311,275.0,75,1,01/10/2024,RMK-FQ9FMP
15368,10802,9739,46.0,13,0,07-24-2024,RMK-WSB1NQ
15369,11694,1707,459.0,23,17,06/03/2024,RMK-OY1V49
15370,2825,8630,479.0,48,17,"May 25, 2024",RMK-6VONMP
15371,9643,8146,495.0,34,19,03/10/2023,RMK-9J7UON
15372,8375,3204,193.0,39,8,11-27-2024,RMK-KVPLSX
15373,5238,4577,455.0,85,22,07/08/2023,RMK-VLBJZZ
15374,3833,9041,80.0,21,1,04-04-2023,RMK-585S34
15375,8066,9320,489.0,57,13,06/12/2024,RMK-MGQFNA
15376,6173,3171,11.0,0,0,02/09/2024,RMK-F3TROV
15377,5666,1381,59.0,10,1,06-06-2023,RMK-E5LBD3
15378,6645,1017,128.0,36,5,2025-01-04,RMK-AV5SCS
15379,2746,5236,423.0,33,16,"Dec 10, 2023",RMK-LO5UBP
15380,11835,310,495.0,70,22,03-25-2023,RMK-TGD3CC
15381,8728,7428,336.0,2,11,12-29-2023,RMK-EOAEUA
15382,3862,153,130.0,3,6,"Apr 20, 2023",RMK-LW1XCE
15383,9119,4644,225.0,33,10,"Jun 11, 2024",RMK-2A09ML
15384,12327,7395,42.0,2,0,"May 26, 2023",RMK-RWKJGI
15385,5894,5264,210.0,11,8,03-07-2024,RMK-N34XC1
15386,107,1935,179.0,52,3,2023-05-06,RMK-X53YN2
15387,5835,3318,286.0,45,1,"Jul 09, 2023",RMK-8IXSFY
15388,5682,9184,214.0,31,8,05-28-2024,RMK-G824ZL
15389,5855,6105,59.0,12,2,2023-08-19,RMK-M1CKMR
15390,743,6925,487.0,60,0,26/05/2025,RMK-DHZFCY
15391,4031,956,312.0,28,14,2025-02-18,RMK-YQIVAJ
15392,9888,8070,156.0,9,4,"Mar 08, 2023",RMK-E9JKFX
15393,5579,8299,326.0,86,6,"Jan 20, 2025",RMK-BLZI4G
15394,937,4146,354.0,53,0,2024-12-26,RMK-MGSZJK
15395,7103,4964,82.0,12,0,11-14-2023,RMK-G5MZ93
15396,6277,6236,85.0,11,2,"Dec 04, 2023",RMK-PTC7SD
15397,3682,4674,417.0,46,14,"Mar 12, 2025",RMK-HAL484
15398,7107,6063,213.0,45,3,12-03-2024,RMK-IUG64I
15399,4464,2386,23.0,2,0,20/11/2024,RMK-MM45LS
15400,362,7069,21.0,4,1,07/05/2023,RMK-B8WDJ8
15401,974,4393,196.0,38,4,2023-05-14,RMK-X7P6JX
15402,9023,6655,306.0,38,10,04-01-2025,RMK-IZB4HS
15403,3971,4260,-124.0,0,0,04-04-2023,RMK-URY65Y
15404,9780,2336,310.0,14,5,2023-04-21,RMK-CIDZ89
15405,277,621,138.0,1,1,06-02-2024,RMK-VU5W7F
15406,9961,951,224.0,17,0,17/06/2023,RMK-H44AFI
15407,4234,254,49.0,5,2,06/12/2024,RMK-NHZ0LH
15408,2073,3252,323.0,37,1,"Jun 19, 2025",RMK-CJS7AW
15409,12075,1994,-8.0,0,0,2023-03-07,RMK-0KB4QA
15410,10404,4942,192.0,52,1,2024-09-20,RMK-8LBPHO
15411,11251,5652,9.0,0,0,05-27-2025,RMK-DSMW17
15412,10262,2491,270.0,8,7,2024-08-09,RMK-XB4XP9
15413,4299,2732,212.0,28,5,2025-06-09,RMK-79W457
15414,6227,4563,250.0,41,6,08-20-2024,RMK-07LG54
15415,1573,7603,81.0,2,2,2025-01-27,RMK-UFWOQ3
15416,10998,9819,74.0,2,1,12-19-2024,RMK-TJMXJJ
15417,5083,5392,415.0,1,14,06-28-2023,RMK-9RC3W5
15418,301,7817,243.0,24,11,2024-09-23,RMK-X884DL
15419,1086,5666,439.0,20,18,04/11/2023,RMK-0HNLOT
15420,9225,10114,201.0,20,8,2024-07-04,RMK-PU1JLL
15421,6921,3029,174.0,12,4,07-01-2023,RMK-ETG6OF
15422,7755,8513,351.0,63,12,"Oct 27, 2024",RMK-TXJUBF
15423,1891,5112,458.0,104,20,11/03/2024,RMK-S6RMF4
15424,8310,8860,303.0,69,9,2023-06-23,RMK-PJRB5J
15425,5972,5666,250.0,43,5,09-24-2024,RMK-XVUCZ5
15426,12038,850,462.0,40,11,08-30-2024,RMK-NZ55P4
15427,9513,3931,454.0,83,13,2023-11-11,RMK-SXQNYV
15428,11966,950,284.0,31,13,"Oct 23, 2024",RMK-FLAPG0
15429,12194,3312,195.0,12,4,"Jan 17, 2024",RMK-RBCQEU
15430,6005,2130,355.0,12,7,2025-04-30,RMK-S83U7K
15431,9280,8517,412.0,34,19,08-16-2024,RMK-09W0FC
15432,1072,10314,93.0,25,0,"May 21, 2025",RMK-LTB5YB
15433,1251,5180,326.0,4,6,"Sep 25, 2023",RMK-F2EEXC
15434,11905,3411,419.0,87,10,"Oct 21, 2024",RMK-HOQOKT
15435,7768,7432,413.0,71,5,"May 26, 2023",RMK-2PH1UG
15436,6337,461,47.0,3,2,26/04/2023,RMK-ZLO09I
15437,6435,7600,402.0,117,2,02-17-2025,RMK-PAOYP5
15438,6517,4512,410.0,10,12,2023-06-01,RMK-6MY477
15439,10505,6623,154.0,28,5,"Oct 06, 2024",RMK-299MBW
15440,3918,7993,285.0,48,14,21/10/2023,RMK-88BR8R
15441,3041,3428,451.0,6,2,11/05/2025,RMK-72PKA7
15442,10435,5140,248.0,25,7,08/04/2024,RMK-KDD16Q
15443,6762,1264,394.0,73,5,14/06/2023,RMK-GN03VN
15444,1655,8884,198.0,38,9,13/09/2024,RMK-U9934P
15445,4083,6403,99.0,27,2,"Oct 04, 2024",RMK-1A70BY
15446,1930,4816,140.0,38,1,2023-08-08,RMK-5CQ2ZJ
15447,1914,9383,375.0,16,7,04-03-2023,RMK-J8D7WW
15448,2913,3980,197.0,16,3,"Apr 28, 2024",RMK-Z136NK
15449,11890,9198,477.0,14,20,2024-12-28,RMK-C8NT5S
15450,12110,7575,407.0,34,20,2024-08-02,RMK-BQ83JP
15451,6767,8041,434.0,111,8,2023-05-18,RMK-OROPE8
15452,1111,1346,323.0,32,1,"Mar 14, 2024",RMK-JC2D6I
15453,1486,8032,487.0,81,12,"Dec 07, 2024",RMK-O4LL0L
15454,11459,7061,390.0,36,15,2023-03-04,RMK-T7P81T
15455,11904,9784,359.0,23,3,"Sep 25, 2024",RMK-OILGQ8
15456,4250,8766,136.0,12,4,2025-02-22,RMK-2OZUHH
15457,7416,8484,175.0,32,8,"Jun 30, 2024",RMK-13T085
15458,7230,4630,266.0,43,0,2024-11-02,RMK-GA7F94
15459,5612,6507,313.0,1,9,"May 10, 2024",RMK-U4XGSE
15460,5358,5389,369.0,30,3,2023-09-28,RMK-RMJU84
15461,2647,6601,165.0,10,5,02/09/2024,RMK-NWH9RX
15462,10794,647,413.0,61,5,06-19-2024,RMK-NU6KBO
15463,3852,642,216.0,62,0,07-21-2024,RMK-DQO0DQ
15464,7190,1269,31.0,5,0,2023-06-15,RMK-B1IIKW
15465,4523,1506,318.0,67,4,07/02/2024,RMK-IWVH7L
15466,9328,1310,404.0,44,17,2024-01-10,RMK-WFATSP
15467,3231,7083,430.0,58,14,"Feb 26, 2023",RMK-MN93QU
15468,4015,6645,192.0,56,4,08/09/2023,RMK-N15SA7
15469,180,5257,444.0,68,2,2025-01-19,RMK-NHWQ75
15470,9058,1592,483.0,39,21,2023-03-09,RMK-0LJGA7
15471,10482,5097,18.0,5,0,03-19-2025,RMK-FJ8Y4H
15472,3053,10213,,,,2023-07-14,RMK-LV7721
15473,9602,8525,301.0,6,12,"Aug 25, 2023",RMK-49SHYV
15474,2676,6021,474.0,12,19,2024-08-22,RMK-B65ARG
15475,3316,7347,416.0,39,10,01/02/2025,RMK-NCSFBE
15476,912,10023,44.0,9,2,16/11/2024,RMK-UDSQB8
15477,1095,721,75.0,22,0,06-06-2024,RMK-UUT2HM
15478,898,540,69.0,18,2,28/07/2023,RMK-J6YO3Y
15479,5378,2385,122.0,20,6,01-04-2023,RMK-J1EQV6
15480,5868,8323,238.0,12,7,01-25-2024,RMK-ZFEEU0
15481,10572,7515,313.0,93,15,30/03/2024,RMK-914XOA
15482,3494,9581,229.0,61,4,"Nov 25, 2023",RMK-WUDR6D
15483,871,4388,459.0,137,1,"Mar 17, 2023",RMK-Y712J2
15484,9210,1456,225.0,60,11,13/03/2023,RMK-WTYLG0
15485,7020,9921,110.0,21,1,06-11-2024,RMK-LXP8L9
15486,6648,2188,64.0,19,1,04-10-2023,RMK-NYG6S6
15487,3227,3027,68.0,12,2,2024-05-13,RMK-ARTE6X
15488,8743,9527,341.0,96,8,"Feb 07, 2023",RMK-0CQA8Z
15489,8943,4638,167.0,36,4,2025-06-08,RMK-7ZJKXQ
15490,4056,5237,31.0,8,1,30/06/2023,RMK-MSY1OU
15491,9977,4496,21.0,6,0,12-27-2023,RMK-R18X73
15492,6606,3492,383.0,100,3,05-18-2025,RMK-Y6IABE
15493,5348,6963,,,,"Nov 20, 2024",RMK-01T0I9
15494,10549,6749,383.0,112,12,2025-02-24,RMK-QKCBE6
15495,11357,10014,-182.0,0,0,2023-07-27,RMK-T2IZ9M
15496,4355,6238,207.0,6,10,"Oct 13, 2024",RMK-OMAGKH
15497,7348,3751,95.0,1,3,11-21-2023,RMK-5882C3
15498,4593,950,246.0,35,11,"Jul 17, 2023",RMK-SMQKTY
15499,7684,8767,393.0,13,3,"Oct 18, 2024",RMK-7JXB9M
15500,711,6744,452.0,31,3,22/04/2023,RMK-8VW099
15501,7799,8959,141.0,36,7,15/12/2023,RMK-OFQ7WJ
15502,11561,8871,495.0,64,10,29/01/2024,RMK-N0NVOD
15503,9324,3865,6.0,1,0,"Aug 27, 2023",RMK-MXYUAB
15504,3344,2309,317.0,11,5,"Jan 24, 2024",RMK-WTHDYX
15505,9342,6640,266.0,38,2,"Mar 28, 2025",RMK-ML8PRW
15506,135,4460,304.0,56,8,10-05-2023,RMK-TA4Y1M
15507,6669,848,294.0,65,7,11-02-2023,RMK-FA0QSV
15508,3264,7504,383.0,45,19,06-11-2025,RMK-MKXHW7
15509,6389,7418,145.0,4,0,23/03/2024,RMK-8QAJB3
15510,8632,10114,405.0,79,10,2024-10-03,RMK-AMARYI
15511,6661,1622,184.0,5,3,"Oct 31, 2024",RMK-KIBR5F
15512,3376,362,171.0,51,7,2023-10-05,RMK-16UFL2
15513,9220,1642,404.0,69,3,2024-12-01,RMK-JNH6KP
15514,6096,2781,50.0,15,1,"May 06, 2024",RMK-G5Z2UN
15515,9724,652,42.0,5,1,2024-06-26,RMK-YSK42F
15516,11280,6100,221.0,7,3,07-21-2024,RMK-0NZP13
15517,5333,7916,61.0,5,3,"Aug 18, 2023",RMK-SQRHAP
15518,12271,2036,71.0,7,0,06-30-2023,RMK-L15V8P
15519,4888,8895,41.0,7,1,2024-08-01,RMK-Q7PMGI
15520,2500,3675,203.0,38,2,10-17-2023,RMK-VPR7X3
15521,1455,7944,20.0,4,0,"Jun 12, 2025",RMK-T8PL6F
15522,6069,9940,435.0,43,2,2025-03-21,RMK-8706IO
15523,10128,5108,,,,"Aug 20, 2023",RMK-OX9HY7
15524,3434,302,305.0,41,1,"Dec 01, 2024",RMK-CXZ68M
15525,2461,7002,62.0,4,3,02-14-2024,RMK-I9N3OJ
15526,10856,815,263.0,21,8,"Jul 01, 2023",RMK-KVD8I0
15527,4842,2782,138.0,10,1,2025-05-03,RMK-O8VL78
15528,9933,7297,108.0,2,1,17/03/2023,RMK-806SW6
15529,6335,7732,41.0,3,1,2025-04-30,RMK-3JLNCW
15530,3690,877,432.0,104,13,03/01/2025,RMK-AQDQDF
15531,9686,6812,237.0,48,7,02-23-2025,RMK-LQB825
15532,4961,8510,335.0,8,9,2023-04-18,RMK-7HQXL9
15533,8475,8138,184.0,41,3,03-24-2025,RMK-FZCRTC
15534,6157,8373,491.0,146,2,04/09/2023,RMK-NT7DA0
15535,9495,640,85.0,23,1,2024-03-11,RMK-XE997W
15536,6836,3921,9.0,2,0,07-05-2024,RMK-B44DVK
15537,3428,4733,177.0,14,5,24/10/2024,RMK-S0D88L
15538,12526,3628,119.0,24,1,"Oct 20, 2023",RMK-B2R6GP
15539,11117,6530,288.0,74,8,11/12/2024,RMK-WV7M8F
15540,12101,9922,41.0,1,0,"Apr 08, 2024",RMK-BKN0AA
15541,5780,2243,347.0,62,9,"May 17, 2025",RMK-A7NKBX
15542,8170,8997,110.0,14,0,"Sep 21, 2024",RMK-L549Q1
15543,5671,4358,19.0,5,0,08-14-2023,RMK-K8CB10
15544,1525,1426,285.0,35,0,2023-12-30,RMK-3ARNLT
15545,968,4431,209.0,27,3,11-30-2023,RMK-53IEEF
15546,2619,3241,175.0,34,3,2025-02-20,RMK-ZKYTH1
15547,10397,7023,92.0,23,0,29/11/2023,RMK-O9KRMN
15548,7373,2313,191.0,34,6,29/12/2024,RMK-QJQS0J
15549,7140,8545,485.0,129,15,"Aug 14, 2024",RMK-FV60M7
15550,10237,7303,58.0,9,1,02-14-2025,RMK-080PRN
15551,257,4412,149.0,15,7,04/08/2024,RMK-8JA649
15552,10817,8543,356.0,81,5,"Jan 11, 2025",RMK-SB40XX
15553,8473,7550,300.0,65,5,"Mar 14, 2024",RMK-UMYYVU
15554,2025,7633,0.0,0,0,08-25-2024,RMK-KNFRMW
15555,2884,3466,250.0,65,5,07/06/2024,RMK-IB7STZ
15556,7892,6960,37.0,5,0,2023-12-01,RMK-LRHPU0
15557,783,5651,371.0,48,16,2024-07-24,RMK-D1R7OS
15558,1083,2865,273.0,78,2,2024-01-03,RMK-XUR0N4
15559,8596,1281,127.0,23,2,08-18-2023,RMK-967H14
15560,3066,3443,262.0,75,4,2023-05-08,RMK-4IPSP3
15561,6488,1523,5.0,0,0,2024-10-12,RMK-76IYMM
15562,7140,6738,18.0,5,0,04-30-2025,RMK-TOKER8
15563,2699,7990,191.0,56,7,25/11/2024,RMK-QDF2EQ
15564,5376,9819,425.0,43,20,2023-10-27,RMK-BT9QL4
15565,11446,7251,73.0,11,2,15/06/2024,RMK-SM8J2B
15566,9332,7541,40.0,10,2,"Jun 21, 2023",RMK-R2MBXB
15567,56,1417,379.0,30,11,2023-12-09,RMK-OPLNW5
15568,7450,8017,486.0,36,19,04/05/2025,RMK-4NL2RP
15569,11494,1151,454.0,0,16,27/05/2024,RMK-NJAMFL
15570,4800,23,466.0,8,17,07/09/2024,RMK-CW26H2
15571,7553,5446,442.0,105,17,31/05/2023,RMK-A2DYFZ
15572,2227,7215,444.0,25,14,"Nov 25, 2024",RMK-594R5D
15573,8552,834,33.0,3,0,09/09/2024,RMK-6L7PUH
15574,1324,235,272.0,80,4,2024-07-03,RMK-UUN6AJ
15575,7628,1239,422.0,91,5,"Mar 05, 2024",RMK-VE4J3A
15576,4555,942,397.0,29,14,2025-04-04,RMK-GTKACQ
15577,7899,2288,408.0,11,18,07-13-2024,RMK-V74P0A
15578,9139,6233,31.0,8,0,09/12/2024,RMK-51QBU9
15579,6300,2512,268.0,12,12,10-03-2023,RMK-IAD8ZA
15580,9861,5041,247.0,64,8,2025-03-23,RMK-7R3G24
15581,4779,9764,98.0,7,4,"Mar 31, 2023",RMK-GOJEFS
15582,7711,4117,53.0,7,1,"Jun 17, 2024",RMK-TNGSXX
15583,2799,6113,394.0,95,10,02-21-2025,RMK-1D2DMS
15584,1771,5877,143.0,41,0,10/09/2024,RMK-P56EZ2
15585,11670,1047,311.0,63,12,"Apr 27, 2023",RMK-1FPWDQ
15586,3717,2776,363.0,13,12,"Oct 07, 2023",RMK-1F2QER
15587,4395,7558,255.0,76,5,2023-04-14,RMK-47AD5O
15588,949,509,437.0,117,0,30/01/2025,RMK-QDUXJF
15589,3682,3816,314.0,72,2,05-09-2025,RMK-X877RP
15590,12208,7583,335.0,95,1,"Jul 17, 2024",RMK-5QIZAJ
15591,7033,4925,277.0,47,2,08/03/2025,RMK-DO86SP
15592,9313,8108,473.0,93,5,05-17-2024,RMK-AUQMPE
15593,6683,4836,261.0,3,2,2023-05-03,RMK-778D4J
15594,5082,9020,360.0,72,18,2023-06-06,RMK-KZQTWE
15595,4524,3574,248.0,41,11,30/03/2023,RMK-Y1MOQG
15596,9885,4377,4.0,0,0,"Jan 14, 2024",RMK-72B811
15597,10262,3307,451.0,62,17,2023-06-14,RMK-LE9UZ6
15598,2546,8017,458.0,99,2,14/11/2023,RMK-0UY481
15599,2398,9747,138.0,22,2,06/05/2025,RMK-1BO9UK
15600,7080,1516,348.0,20,10,2025-03-07,RMK-Y8EEKB
15601,6307,6015,493.0,54,21,02-28-2023,RMK-69AX5C
15602,6790,8857,192.0,54,4,04/07/2024,RMK-71R8J6
15603,12306,1700,451.0,68,5,"Jul 22, 2023",RMK-W5YJWJ
15604,9039,4642,88.0,25,4,"Dec 05, 2023",RMK-0Z1W0P
15605,11167,7102,309.0,18,6,03-07-2024,RMK-ZF874O
15606,11852,7007,168.0,18,1,"Sep 17, 2024",RMK-4PWKKS
15607,750,2809,155.0,0,2,04-04-2024,RMK-1Y8QRI
15608,993,7156,329.0,58,8,2025-02-24,RMK-AHUVVN
15609,3287,9087,470.0,79,4,2025-04-21,RMK-HIQOV1
15610,1506,8729,144.0,21,2,"Dec 27, 2024",RMK-2SHMVI
15611,4167,8162,441.0,124,2,04/04/2023,RMK-F7B9HF
15612,5588,6813,190.0,5,7,15/06/2025,RMK-RUKLLL
15613,6751,2141,385.0,70,0,"Feb 19, 2025",RMK-Y3J7NX
15614,1682,7503,474.0,128,12,2024-11-14,RMK-A6QBL8
15615,5765,1348,91.0,8,2,2023-11-29,RMK-X8D2Y9
15616,10106,3599,222.0,56,9,24/08/2023,RMK-BVA3JY
15617,7945,2242,50.0,11,0,2024-11-14,RMK-7YFEE2
15618,4350,6798,,,,05/12/2024,RMK-SJJJBV
15619,5037,3496,277.0,44,12,29/07/2023,RMK-VYH5GC
15620,11182,2000,137.0,25,1,06/02/2025,RMK-FPIRP8
15621,4235,8542,391.0,101,2,"Apr 06, 2023",RMK-OKZEPW
15622,5068,6288,192.0,22,8,2023-06-13,RMK-82ZFHQ
15623,9837,7416,191.0,17,8,15/05/2025,RMK-VDXTQB
15624,4923,7039,201.0,35,5,"Feb 01, 2024",RMK-E23AT5
15625,8110,7049,229.0,43,3,"Oct 22, 2023",RMK-26ZYIK
15626,11999,4010,364.0,2,8,"Jan 24, 2023",RMK-P06H8L
15627,2529,7977,,,,01-12-2023,RMK-F5RX5N
15628,10693,6581,44.0,9,2,2023-05-09,RMK-VSYXCT
15629,6023,1371,461.0,135,13,2024-05-02,RMK-1P8U1J
15630,8942,2992,348.0,19,16,2023-09-12,RMK-3C47X1
15631,1860,2596,27.0,0,1,10-19-2024,RMK-H4GB9U
15632,5375,1009,166.0,12,6,2024-08-14,RMK-XURPOD
15633,10608,6941,482.0,105,17,03-17-2024,RMK-1DHH47
15634,33,2799,450.0,37,19,05/07/2024,RMK-92KJKF
15635,1614,3046,207.0,29,3,2023-07-16,RMK-9YX8N8
15636,6423,10090,76.0,10,1,2023-11-24,RMK-ZMNFQC
15637,8236,9231,470.0,120,7,2023-05-26,RMK-QAN6AC
15638,7308,7657,389.0,44,3,2024-03-15,RMK-UQYYAT
15639,314,7939,,,,10-17-2023,RMK-R3SOG4
15640,4785,9338,483.0,87,1,19/01/2023,RMK-HXM7KG
15641,2766,8533,489.0,1,2,2023-02-21,RMK-RRNF5M
15642,8362,3765,139.0,26,1,05-31-2023,RMK-IY9UJD
15643,10287,287,,,,05/02/2023,RMK-2GBYW1
15644,5043,8496,166.0,19,1,2023-01-20,RMK-4KD7QC
