product_id,product_name,brand,category,supplier_id,unit_cost,selling_price,reorder_level,temp_code,weight_kg,launch_date,is_discontinued
1329,LEGO Monitor,Adidas,Sports,6478,422.41,469.77,45,TMP-E75MBN,31.03,2022-09-05,No
1330,Whiskas Headphones,LEGO,Clothing,49,69.8,111.01,120,TMP-V52VDQ,5.28,2022-03-05,No
1331,Nestle Keyboard,Apple,Pet Supplies,8466,475.0,586.17,16,TMP-WZ7S50,19.91,2021-06-18,No
1332,Canon Desk,IKEA,Sports,5093,190.65,291.2,65,TMP-89PO0C,25.92,2018-05-15,No
1333,Puma Dog Food,Dell,Clothing,4901,28.09,48.05,40,TMP-QT55SH,42.85,2021-09-15,No
1334,Nestle Mouse,Philips,Beauty,412,371.06,446.65,94,TMP-4YKP1K,5.3,2024-09-28,No
1335,Dell Laptop,Nestle,Toys,7993,403.93,813.04,38,TMP-D74H39,19.47,2024-08-08,No
1336,Nestle Toy Car,Nestle,Toys,8319,389.51,789.3,16,TMP-AF2Q0W,34.82,2020-10-16,No
1337,LEGO Toy Car,Philips,Clothing,3102,442.49,648.74,33,TMP-IDGOD9,6.1,2019-08-27,No
1338,Nike Headphones,Samsung,Grocery,4903,198.04,260.27,99,TMP-AD5ZW1,43.08,2021-08-28,No
1339,Nike Mouse,Sony,Electronics,7932,165.98,254.19,50,TMP-XV36WH,33.74,2023-11-12,No
1340,HP Keyboard,Nestle,Automotive,1187,410.21,638.03,38,TMP-8TX45E,28.64,2026-02-03,No
1341,Nestle Desk,LEGO,Grocery,8332,182.93,212.65,85,TMP-D1AE7V,6.21,2022-01-03,No
1342, Canon Bottle ,IKEA,Pet Supplies,8834,310.69,416.09,96,TMP-DX3LXK,20.87,2018-08-22,No
1343,Whiskas Toy Car,Adidas,Home & Kitchen,6478,465.58,748.39,26,TMP-MS8UBR,6.55,2019-09-05,No
1344,Philips Keyboard,KitchenAid,Grocery,585,229.28,362.34,59,TMP-I36P80,44.16,2021-11-11,No
1345,Philips Football,Samsung,Electronics,577,148.02,178.09,48,TMP-G4M4G7,44.89,2024-12-08,No
1346,Canon Desk,Canon,Office Supplies,4541,331.45,690.39,36,TMP-QUSZR9,34.59,2018-07-20,No
1347,Samsung Bottle,Nestle,Toys,2178,3.24,5.58,111,TMP-R2GQQ8,1.43,2022-04-04,No
1348,KitchenAid Headphones,LEGO,Electronics,8465,79.54,161.67,79,TMP-BC147E,47.14,2023-11-10,No
1349,Nestle Keyboard,Dell,Electronics,1743,313.21,684.92,30,TMP-JWT9Q3,8.84,2024-03-22,No
1350,Puma Book,Adidas,Office Supplies,6516,308.19,533.4,37,TMP-SRDAN1,18.1,2022-11-03,No
1351,KitchenAid Chair,Whiskas,Grocery,1141,170.6,257.16,40,TMP-HNYNY8,16.29,2025-06-15,No
1352,HP Toy Car,Adidas,Sports,8613,260.19,559.25,25,TMP-ZB4XCR,19.36,2020-08-31,No
1353,IKEA Mouse,HP,Furniture,2079,120.36,217.94,58,TMP-659J3K,45.54,2018-12-06,No
1354,Puma Desk,Adidas,Automotive,6290,17.32,31.48,115,TMP-2Q93CH,48.51,2021-08-07,No
1355,LEGO Toy Car,Logitech,Electronics,7330,225.62,440.9,77,TMP-3DOI2I,35.95,2020-07-12,No
1356,Logitech Book,Sony,Electronics,5631,199.56,353.7,96,TMP-DWBETU,39.69,2022-12-17,No
1357,Samsung Desk,Dell,BOOKS,818,165.8,216.77,90,TMP-VAI6RZ,4.3,2020-04-12,No
1358,Logitech Desk,Dell,Beauty,10028,466.05,630.79,39,TMP-3DRSWS,29.73,2024-05-14,No
1359,Puma Desk,Dell,Toys,7192,60.01,110.61,93,TMP-TE8SYR,8.27,2023-10-03,No
1360,Nike Mouse,Nestle,Home & Kitchen,10176,177.09,278.27,95,TMP-5PD28F,21.93,2025-12-30,No
1361,HP Toy Car,Dell,Electronics,7595,478.86,671.6,29,TMP-USRBRF,33.77,2022-10-01,Yes
1362,HP Mixer,Philips,Electronics,8266,415.18,474.95,79,TMP-U3EYQ5,14.09,2018-05-26,No
1363,Adidas Mouse,Apple,Clothing,10034,8.36,13.54,82,TMP-UKUX5H,17.03,2018-05-09,No
1364,Nestle Mouse,Sony,Pet Supplies,263,115.13,148.51,105,TMP-P9TZR9,37.89,2020-05-17,No
1365,Dell Phone,Nike,Electronic,2563,342.83,477.98,86,TMP-OSVAPS,11.16,2025-04-25,No
1366,Nestle Mixer,Philips,Furniture,4878,20.58,30.73,108,TMP-6LFF6C,27.14,2019-12-05,No
1367,IKEA Football,Nike,Office Supplies,5129,422.75,893.13,27,TMP-A51DBZ,13.95,2022-12-02,Yes
1368,Sony Desk,Samsung,Office Supplies,3923,249.34,331.27,96,TMP-ROINAH,41.86,2018-07-18,No
1369,Canon Book,Logitech,Toys,8312,196.18,313.01,34,TMP-LT1BP4,39.85,2018-01-01,No
1370,Canon Desk,Apple,Clothing,2716,294.81,614.44,22,TMP-GTUYCK,37.39,2023-07-06,No
1371,Samsung Phone,Nestle,Books,7390,64.44,125.54,109,TMP-XIN3MU,14.44,2020-06-05,No
1372,Apple Desk,Dell,BEAUTY,8713,7.72,11.38,108,TMP-9KVX3Y,14.99,2023-07-07,No
1373,HP Dog Food,Samsung,Automotive,2160,407.5,585.9,39,TMP-A8OKJK,8.86,2021-09-10,No
1374,LEGO Mouse,Nike,Sports,4672,302.54,414.5,117,TMP-LDFE3J,4.13,2022-08-24,No
1375,Logitech Desk,Logitech,Grocery,4696,315.48,614.17,39,TMP-12XSEO,48.1,2021-04-03,No
1376,Samsung Printer,Logitech,Electronics,10823,70.56,88.72,119,TMP-FNXG8V,2.66,2021-05-04,No
1377,IKEA Bottle,HP,Electronics,4819,52.01,77.66,89,TMP-YBS9CG,15.23,2022-03-13,No
1378,Puma Phone,Canon,Beauty,6660,127.37,158.76,105,TMP-L7OWGR,1.7,2019-08-24,No
1379,Apple Mouse,Adidas,Home & Kitchen,5442,494.1,1047.24,36,TMP-E9F85B,19.21,2026-03-08,No
1380,Nike Mixer,Apple,Toys,3577,428.59,810.57,20,TMP-VPA8NG,14.95,2018-08-03,No
1381,Canon Toy Car,Canon,Furniture,9199,472.54,719.16,20,TMP-PB4RQ4,1.33,2021-02-26,No
1382,Logitech Dog Food,KitchenAid,Office Supplies,5513,403.32,533.96,38,TMP-6VB0BN,48.75,2024-11-15,No
1383,Logitech Desk,Adidas,Furniture,7379,253.33,364.89,94,TMP-1EW2KC,5.14,2022-06-15,No
1384,Nestle Football,Dell,Furniture,2590,150.56,287.72,109,TMP-NTL6BW,18.37,2020-12-03,No
1385,IKEA Toy Car,Samsung,Office Supplies,2344,180.96,283.71,77,TMP-6FINX8,29.89,2020-11-05,No
1386,Philips Desk,Nestle,Office Supplies,10267,342.46,717.74,36,TMP-9O1GY0,37.3,2018-08-26,No
1387,Nike Desk,Canon,Books,7068,372.64,675.02,21,TMP-BLKV7L,19.35,2020-07-01,No
1388,Logitech Keyboard,Puma,Home & Kitchen,9700,403.6,501.13,27,TMP-9PZUYM,10.4,2018-04-11,No
1389,Apple Bottle,Sony,Toys,5914,336.07,726.97,26,TMP-V7YIUA,8.43,2018-01-30,No
1390,Samsung Laptop,LEGO,Office Supplies,7404,492.32,990.03,23,TMP-QFJCP7,7.25,2022-03-17,No
1391,Samsung Mouse,Apple,Books,1958,435.86,599.42,21,TMP-2NVLIL,3.51,2020-12-03,No
1392,Sony Monitor,Nestle,Pet Supplies,9787,263.37,545.9,36,TMP-WQ5IJQ,44.38,2020-10-23,No
1393,Whiskas Chair,Nestle,Sports,2518,89.02,132.93,64,TMP-G527B3,23.54,2024-04-13,No
1394,Nestle Keyboard,Canon,Office Supplies,332,340.96,741.83,30,TMP-9XILON,41.84,2022-09-02,No
1395,Sony Phone,Canon,Clothing,10840,122.55,188.07,120,TMP-38IS7R,29.32,2020-07-13,No
1396,IKEA Bottle,Nestle,Pet Supplies,9417,118.84,170.16,114,TMP-H0KPEK,22.07,2020-03-12,No
1397,Whiskas Mouse,KitchenAid,Office Supplies,3028,15.79,31.46,93,TMP-3HCNYK,33.24,2020-04-01,No
1398,Apple Lipstick,Philips,Sports,2589,75.53,127.11,33,TMP-7D1D7V,3.25,2019-12-04,No
1399,Nestle Lipstick,KitchenAid,Clothing,5169,440.22,903.45,19,TMP-YIX8J1,16.58,2025-08-11,No
1400,Logitech Mixer,Nike,ELECTRONICS,8272,94.59,144.69,88,TMP-JYOKUJ,12.45,2025-09-18,Yes
1401,HP Mixer,Nike,Beauty,6759,212.96,363.43,117,TMP-80NBAU,12.75,2023-12-09,No
1402,IKEA Toy Car,IKEA,Office Supplies,4989,243.58,478.13,48,TMP-D2IR8I,37.1,2022-06-07,No
1403,Apple Toy Car,HP,Beauty,7362,223.53,259.11,93,TMP-5AXOAY,32.47,2020-11-27,No
1404,Nike Book,Apple,Clothing,9094,176.93,201.22,69,TMP-BANAGG,47.14,2020-09-14,No
1405,Apple Football,KitchenAid,Toys,1923,414.92,665.58,19,TMP-UE6ZDZ,48.89,2020-05-24,No
1406,KitchenAid Bottle,KitchenAid,Office Supplies,6884,31.78,54.21,47,TMP-HOTZZR,14.73,2022-08-22,No
1407,LEGO Printer,Nike,Clothing,5771,396.78,603.3,15,TMP-F49LAH,29.37,2018-07-17,No
1408,IKEA Toy Car,Whiskas,Grocery,7972,150.49,230.94,67,TMP-N42LOY,10.59,2022-10-07,No
1409,Nestle Laptop,Whiskas,Beauty,4317,495.67,1019.63,39,TMP-2ID218,0.52,2025-02-06,No
1410,Philips Football,Canon,Home & Kitchen,7390,225.43,436.35,96,TMP-1ESUP2,0.82,2024-05-12,No
1411,IKEA Phone,Nestle,Grocery,3469,255.02,502.1,38,TMP-RC3QPN,30.84,2019-06-24,No
1412,Nestle Phone,Sony,Pet Supplies,10213,412.8,678.92,23,TMP-0TC582,46.09,2019-04-19,No
1413,Whiskas Printer,Puma,Automotive,643,53.06,89.1,99,TMP-PM7SOA,3.36,2021-07-02,No
1414,Canon Lipstick,Logitech,Beauty,4549,102.74,113.5,62,TMP-9N29RQ,39.53,2018-07-12,No
1415,Samsung Printer,Whiskas,pet supplies,7517,377.39,718.81,36,TMP-ET73D3,9.57,2024-12-14,No
1416,HP Chair,Whiskas,Grocery,10331,60.38,85.6,102,TMP-QVGJ3G,25.64,2024-09-16,No
1417,Apple Football,Samsung,Automotive,5496,60.11,124.97,73,TMP-IH46EI,47.41,2025-10-04,No
1418,Adidas Mouse,Philips,Toys,7924,282.26,481.31,48,TMP-A9L3ED,1.65,2022-03-30,No
1419,Apple Lipstick,Nestle,Sports,9182,55.34,112.29,93,TMP-TEZRVC,27.78,2024-09-22,No
1420,Philips Printer,Nestle,Electronics,928,238.8,326.7,107,TMP-X6LY5A,40.35,2022-06-15,No
1421,Sony Bottle,Apple,Beauty,9136,213.38,291.86,34,TMP-7S1O3K,33.39,2020-12-29,No
1422,Samsung Bottle,Dell,Sports,6099,219.0,346.18,68,TMP-9UU62V,42.96,2021-02-07,No
1423,Nike Printer,Puma,Home & Kitchen,8152,202.81,271.49,107,TMP-QM1BBV,7.36,2021-12-30,No
1424,IKEA Mixer,Nike,Grocery,1520,185.87,334.33,77,TMP-FURZNJ,49.25,2021-03-24,No
1425,Nike Laptop,HP,Books,9972,325.69,615.1,30,TMP-9CQKZV,33.72,2020-05-21,No
1426,KitchenAid Phone,Adidas,Clothing,2210,304.04,620.92,23,TMP-NYLLB1,4.99,2018-12-28,No
1427,Nestle Phone,LEGO,Automotive,6981,78.04,121.1,82,TMP-FECYX2,48.94,2019-04-14,No
1428,Dell Printer,Apple,Office Supplies,4168,152.83,300.82,89,TMP-3OIWBH,27.31,2026-03-19,No
1429,Sony Headphones,Adidas,Grocery,6737,191.45,383.63,104,TMP-7P2QOK,11.18,2024-10-08,No
1430,IKEA Toy Car,IKEA,Beauty,2351,288.71,449.03,106,TMP-YFI6EJ,8.68,2020-12-04,No
1431,Adidas Bottle,IKEA,Toys,1178,257.07,430.58,77,TMP-CDZ1J3,38.8,2025-11-04,No
1432,Adidas Monitor,LEGO,Furniture,6480,465.26,632.47,17,TMP-58SCHA,3.05,2018-12-02,No
1433,Canon Toy Car,HP,Office Supplies,4302,201.31,326.29,34,TMP-ET59V2,12.22,2025-10-18,No
1434,Puma Chair,KitchenAid,Beauty,930,85.91,168.09,93,TMP-VWUR5B,21.31,2019-12-15,No
1435,KitchenAid Mouse,IKEA,Clothing,5621,434.08,640.14,33,TMP-3UJANU,46.34,2021-11-22,No
1436,Adidas Phone,Nestle,Pet Supplies,2520,399.57,851.67,18,TMP-XYUILA,26.53,2023-12-16,No
1437,Canon Bottle,Whiskas,Pet Supplies,582,244.04,388.04,67,TMP-PG5T8E,48.15,2021-08-11,No
1438,Puma Chair,Apple,Books,10350,318.8,356.18,40,TMP-V6V3HL,34.04,2024-04-27,No
1439,HP Toy Car,Sony,Office Supplies,8404,487.07,767.51,32,TMP-U97I2I,41.31,2021-05-09,No
1440,HP Phone,Adidas,Electronics,6563,240.05,404.58,51,TMP-O6M371,3.04,2023-02-07,No
1441,Logitech Dog Food,KitchenAid,TOYS,1401,157.58,184.13,101,TMP-6CFNH2,24.45,2020-04-14,No
1442,Nike Football,KitchenAid,Office Supplies,196,198.18,383.08,35,TMP-B9UB06,33.46,2018-11-07,No
1443,IKEA Mouse,Nestle,pet supplies,244,102.71,160.02,75,TMP-FGM901,46.56,2023-11-30,No
1444,Adidas Lipstick,LEGO,Books,769,42.59,56.73,82,TMP-U54CBL,12.59,2021-03-22,No
1445,HP Headphones,IKEA,Books,9724,192.02,243.91,61,TMP-A262BV,27.53,2018-01-18,No
1446,HP Lipstick,Samsung,Beauty,2932,8.42,9.27,54,TMP-QEZZ5X,36.09,2022-05-25,No
1447,Nike Mouse,Apple,Pet Supplies,1786,207.35,435.7,78,TMP-UB5G9L,15.89,2022-06-29,No
1448,Samsung Laptop,Whiskas,Office Supplies,6684,239.54,519.3,21,TMP-AJL3PK,16.82,2022-12-26,No
1449,Logitech Toy Car,Nestle,Toys,5446,127.13,142.34,63,TMP-RT3RTB,21.34,2018-03-08,No
1450,Whiskas Chair,Nestle,Home & Kitchen,8820,147.36,221.69,116,TMP-U5ZZ31,30.34,2023-12-30,No
1451,LEGO Football,Philips,Beauty,8475,312.48,636.26,26,TMP-CK4CD6,8.01,2019-11-04,No
1452, Logitech Monitor ,Logitech,Toys,10475,274.02,330.79,49,TMP-ML4WYY,11.53,2025-09-16,No
1453,Whiskas Mixer,Samsung,automotive,2020,216.7,385.81,76,TMP-T4T9I4,19.89,2023-04-17,No
1454,Nike Lipstick,Sony,Automotive,1575,120.46,222.54,43,TMP-0JOA46,27.8,2019-12-01,No
1455,Adidas Football,Sony,Clothing,3941,54.35,108.17,40,TMP-Q110D0,24.91,2024-09-26,No
1456,Nike Mouse,Nestle,Home & Kitchen,4604,77.16,134.53,106,TMP-CU5VTH,44.72,2018-04-12,No
1457,Apple Mixer,Samsung,Home & Kitchen,8450,10.31,17.59,48,TMP-UWOPUF,12.44,2018-09-25,No
1458,Apple Printer,Logitech,Books,8574,183.29,269.79,47,TMP-C8NSQB,27.98,2018-04-09,No
1459,HP Football,Samsung,Pet Supplies,1971,203.57,316.64,42,TMP-WWUUJK,31.02,2019-09-10,No
1460,Samsung Printer,Canon,Clothing,3834,343.17,503.47,40,TMP-2725GL,12.9,2018-02-25,No
1461,Whiskas Keyboard,LEGO,Home & Kitchen,6863,482.82,789.75,24,TMP-DV4KMY,12.91,2024-02-22,No
1462,IKEA Headphones,Puma,Sports,1447,15.05,21.55,67,TMP-DXDP6O,11.43,2024-10-06,No
1463,HP Mouse,Nike,Books,3985,6.52,13.86,89,TMP-61USY2,41.81,2023-06-05,No
1464,Philips Football,KitchenAid,Books,3496,208.67,295.23,32,TMP-7EB838,21.04,2023-09-23,No
1465,Sony Laptop,Whiskas,Office Supplies,3628,472.34,857.24,36,TMP-3E4TGV,13.38,2024-12-27,No
1466,Canon Headphones,Nestle,Books,7393,327.0,552.8,32,TMP-8C0CR9,23.31,2022-01-22,No
1467,Nestle Lipstick,Logitech,Pet Supplies,7067,451.6,857.03,40,TMP-MQY6SW,38.8,2019-01-06,No
1468,Apple Printer,Apple,Toys,5462,482.5,660.43,18,TMP-EXL2R2,29.3,2021-06-29,No
1469,Whiskas Printer,Whiskas,Sports,4159,317.39,557.2,18,TMP-H4RBI3,15.87,2023-07-12,No
1470,LEGO Printer,Whiskas,Sports,4637,225.06,385.84,47,TMP-OL6F74,19.39,2019-10-14,No
1471,Philips Mixer,Philips,Office Supplies,9220,299.32,373.44,108,TMP-K3J92B,45.09,2019-09-04,No
1472,IKEA Mixer,Apple,Office Supplies,3703,384.99,666.66,33,TMP-RAPR9S,38.02,2018-11-02,No
1473,Adidas Toy Car,Nestle,Sports,6225,98.0,178.01,109,TMP-RQ4E1W,6.68,2023-06-03,No
1474,Logitech Phone,Philips,Sports,3496,102.3,203.78,71,TMP-NY6HLI,27.68,2021-03-23,No
1475,Nike Mixer,Canon,Automotive,2125,297.46,377.41,53,TMP-N2422X,46.28,2019-05-30,No
1476,IKEA Desk,Philips,Toys,9993,57.89,124.31,75,TMP-V3DA5W,36.88,2020-02-12,No
1477,Philips Mixer,Canon,Pet Supplies,781,294.92,380.11,91,TMP-OPA489,5.24,2021-11-14,No
1478,IKEA Dog Food,Nike,Books,2101,351.72,528.89,20,TMP-MXOP9R,29.86,2024-12-23,No
1479,Adidas Laptop,Nike,Pet Supplies,1283,346.29,675.79,35,TMP-AXHXJ0,32.42,2026-03-03,No
1480,Whiskas Printer,Sony,Furniture,9317,14.53,16.05,74,TMP-BGXUKI,49.86,2025-09-25,No
1481,Sony Mouse,Philips,Clothing,356,316.1,465.95,41,TMP-E8FE1T,19.86,2020-05-29,No
1482,Nike Dog Food,Adidas,Electronics,5173,304.69,534.21,18,TMP-P17K2T,46.54,2019-04-02,No
1483,Puma Laptop,HP,Grocery,8594,370.6,999999.0,32,TMP-I8RBUH,47.94,2018-02-15,No
1484,KitchenAid Bottle,Samsung,Automotive,4674,398.06,761.51,16,TMP-SIWKJ3,43.75,2024-11-07,No
1485,Nike Toy Car,KitchenAid,Office Supplies,3627,13.19,17.19,51,TMP-66IMHF,33.46,2026-03-06,No
1486,Sony Chair,IKEA,CLOTHING,2213,216.99,332.75,87,TMP-8I96Q2,25.81,2018-10-07,No
1487,Philips Laptop,LEGO,Toys,405,230.99,373.09,112,TMP-S160C6,32.24,2023-08-31,Yes
1488,Dell Mouse,Samsung,Electronics,4592,58.76,74.24,32,TMP-EY9FH4,13.18,2019-02-18,No
1489,Samsung Headphones,Logitech,Grocery,2835,274.96,509.0,40,TMP-GDJ2C6,44.08,2021-09-18,No
1490,KitchenAid Mixer,Whiskas,Books,6176,332.71,465.64,114,TMP-NR0DE9,5.4,2025-06-16,No
1491,HP Desk,Logitech,Automotive,8904,481.74,748.0,26,TMP-PM4PCS,14.89,2020-09-21,No
1492,Nestle Keyboard,Canon,Automotive,1109,6.35,9.36,60,TMP-WBY1CL,42.86,2025-08-15,No
1493,Samsung Mixer,Whiskas,Electronics,3225,148.71,280.87,94,TMP-ZHX0P9,27.27,2022-03-30,No
1494,IKEA Laptop,Philips,Electronics,592,309.15,489.15,98,TMP-196KWR,21.42,2020-08-15,No
1495,IKEA Mouse,Nike,Sports,712,318.18,459.88,79,TMP-2OEMLQ,35.49,2024-12-08,No
1496,KitchenAid Lipstick,Dell,Automotive,2121,370.7,587.51,20,TMP-MBRPTK,20.23,2018-06-13,No
1497,KitchenAid Phone,Samsung,Clothing,5795,326.9,699.5,36,TMP-LAXCC5,8.67,2020-10-14,No
1498,KitchenAid Mouse,Puma,Sports,932,180.76,373.53,104,TMP-HD0GE0,0.59,2022-01-25,Yes
1499,IKEA Monitor,Whiskas,Home & Kitchen,860,434.54,623.69,27,TMP-84JG7P,17.49,2021-02-26,No
1500,KitchenAid Dog Food,Canon,Office Supplies,8610,135.96,268.8,114,TMP-EL0K1F,36.1,2024-03-10,No
1501,Puma Mixer,LEGO,Grocery,5111,345.72,422.58,85,TMP-NBFGCP,44.46,2021-11-08,No
1502,Nike Keyboard,KitchenAid,office supplies,5020,446.52,842.2,19,TMP-UN1TWN,12.92,2019-09-07,No
1503,Canon Lipstick,Sony,Home & Kitchen,1959,252.43,512.05,17,TMP-V9149T,38.79,2018-03-25,No
1504,Nestle Desk,IKEA,Clothing,232,240.28,338.68,72,TMP-A6PT1C,19.65,2019-02-26,No
1505,Logitech Chair,Adidas,Beauty,3450,221.0,313.62,63,TMP-129Z4T,38.08,2023-05-23,No
1506,Puma Headphones,Apple,Beauty,8991,359.15,628.32,16,TMP-FJ0Y67,2.11,2024-05-25,No
1507,Philips Book,Canon,Toys,943,130.27,279.08,79,TMP-QB43L4,5.35,2024-12-08,No
1508,Apple Chair,IKEA,Beauty,1221,391.35,,19,TMP-GFVEB8,20.98,2020-10-26,Yes
1509,Canon Keyboard,Puma,Toys,5045,129.26,253.28,59,TMP-0R2P6I,22.24,2021-02-19,No
1510,Logitech Printer,Puma,Pet Supplies,8205,322.01,456.62,61,TMP-Q4MS77,12.25,2021-08-04,No
1511,IKEA Lipstick,Canon,Clothing,1644,73.73,156.35,83,TMP-81APF6,29.6,2018-05-01,No
1512,Nestle Desk,Sony,Furniture,1827,274.54,505.81,24,TMP-N408CK,11.23,2018-12-25,No
1513,Logitech Desk,Canon,Books,4884,78.36,94.41,50,TMP-N2EF6O,10.43,2019-01-25,No
1514,Whiskas Headphones,Puma,Office Supplies,8712,104.88,167.2,64,TMP-WDHM0S,3.29,2025-06-17,No
1515,Samsung Printer,Nike,Toys,8447,451.83,857.29,35,TMP-02ZWY0,5.23,2020-05-27,No
1516,Canon Toy Car,Nestle,Electronics,9871,464.42,946.75,15,TMP-XVCQ7L,32.0,2019-04-13,No
1517,Samsung Lipstick,Nike,Pet Supplies,1289,366.76,529.51,32,TMP-3IKGNQ,4.43,2021-09-23,No
1518,HP Keyboard,Dell,Electronics,539,61.03,70.22,72,TMP-H0IQ2V,38.55,2018-10-25,No
1519,,LEGO,Automotive,9975,237.78,418.42,54,TMP-BMGZMG,49.1,2025-08-10,No
1520,Canon Book,Canon,Beauty,5287,194.89,231.99,118,TMP-W36KT0,3.18,2020-04-08,No
1521,Nike Phone,Puma,Clothing,1819,278.19,567.77,27,TMP-RIWGB3,5.23,2020-06-29,No
1522,IKEA Phone,Sony,Sports,7760,23.21,32.58,72,TMP-7Y4ZYF,18.64,2018-12-02,No
1523,Dell Book,KitchenAid,Furniture,7352,384.15,541.98,31,TMP-ONYR5Y,10.79,2025-12-02,No
1524,LEGO Football,Apple,Office Supplies,2419,104.2,145.66,30,TMP-X1AIPB,0.34,2019-12-16,No
1525,Canon Book,HP,Beauty,61,75.96,131.19,38,TMP-7RYCFU,17.7,2020-06-26,No
1526,Nestle Bottle,Canon,Automotive,4221,347.84,530.4,24,TMP-RLF8JK,20.11,2024-03-27,No
1527,Nestle Mouse,Philips,Toys,9242,4.54,8.03,46,TMP-CGBK43,44.57,2024-11-23,No
1528,Apple Desk,IKEA,Clothing,2469,118.78,193.62,87,TMP-FBIRE7,14.5,2022-10-28,No
1529, LEGO Headphones ,Whiskas,PetSupply,6746,370.38,543.72,20,TMP-BG22JE,45.84,2022-04-30,No
1530,LEGO Headphones,HP,Office Supplies,3993,256.49,326.31,43,TMP-P3S382,30.69,2021-08-30,No
1531,Canon Chair,Sony,Pet Supplies,2021,148.49,298.28,98,TMP-6MBK2L,1.38,2019-10-31,No
1532,Canon Mouse,HP,Sports,6145,481.44,547.92,40,TMP-Y3L3JN,5.3,2024-12-10,No
1533,Puma Laptop,KitchenAid,Clothing,8325,306.27,451.27,96,TMP-8997A1,37.07,2026-01-14,No
1534,Logitech Lipstick,LEGO,Grocery,10111,352.77,511.11,21,TMP-QGVZQM,14.43,2020-05-17,No
1535,KitchenAid Chair,Puma,Sports,5315,174.59,308.32,73,TMP-W9JUST,11.62,2021-07-31,No
1536,KitchenAid Toy Car,Philips,Office Supplies,2048,409.44,641.33,33,TMP-S4VVQX,3.76,2019-05-05,No
1537,Whiskas Toy Car,Canon,Clothing,1095,193.79,416.32,74,TMP-P5ZE1Z,42.13,2026-02-25,Yes
1538,KitchenAid Toy Car,KitchenAid,Toys,7883,294.2,528.72,36,TMP-0HH6XC,5.28,2021-04-22,No
1539,LEGO Toy Car,KitchenAid,Books,7599,415.63,861.62,18,TMP-QUGJKL,0.62,2025-11-06,No
1540,Dell Chair,Philips,Electronics,202,192.84,353.79,73,TMP-6DOQX6,40.46,2018-02-28,No
1541,IKEA Football,LEGO,Office Supplies,8566,359.28,744.98,22,TMP-5D2I0N,42.71,2025-03-07,No
1542,Apple Phone,LEGO,Furniture,3737,301.37,,61,TMP-Y3IVR2,17.52,2025-07-18,No
1543,Nestle Desk,KitchenAid,Electronics,4902,77.52,152.78,68,TMP-CAPS1F,45.34,2020-12-24,No
1544,Logitech Desk,Samsung,Clothing,1742,9.81,14.91,55,TMP-A3CZ40,7.3,2018-11-30,No
1545,Dell Mouse,IKEA,office supplies,3321,257.94,520.62,32,TMP-2YIHIT,5.88,2019-02-24,No
1546,IKEA Desk,Sony,Toys,6827,150.41,244.49,77,TMP-SJLGU0,25.7,2018-03-29,No
1547,Philips Mouse,Sony,pet supplies,9552,237.81,282.01,115,TMP-6Q6F7X,8.2,2021-11-24,No
1548,HP Book,HP,Sports,4744,213.19,235.5,86,TMP-A36PNO,18.19,2023-05-24,No
1549,Samsung Headphones,Adidas,Books,8158,454.0,608.76,38,TMP-6802NN,10.93,2018-08-27,No
1550,Nestle Lipstick,Samsung,Clothing,5302,286.55,522.95,19,TMP-BTJFUU,39.13,2023-10-31,No
1551,Nestle Football,Dell,Electronics,10086,326.83,396.08,70,TMP-474PR8,28.32,2021-01-29,No
1552,Puma Headphones,Philips,Books,7907,367.82,646.17,26,TMP-CGJXPO,18.31,2018-08-28,No
1553,Philips Monitor,Apple,Automotive,6862,6.19,7.7,35,TMP-0RG9TT,19.53,2025-10-23,No
1554,Canon Desk,Whiskas,Grocery,10253,430.08,686.73,23,TMP-J6TGSG,37.3,2025-10-06,No
1555,Dell Bottle,LEGO,Grocery,1617,74.62,149.94,46,TMP-HMLPJ5,3.51,2021-03-06,No
1556,Samsung Monitor,Nestle,Automotive,6184,,698.6,32,TMP-3KP98Z,32.9,2020-12-17,No
1557,Canon Dog Food,Nike,Furniture,9861,68.75,138.45,83,TMP-10D80U,6.35,2020-03-01,No
1558,Puma Desk,Puma,Books,8281,107.17,185.55,34,TMP-P9VU3J,39.47,2019-08-18,No
1559,Apple Desk,KitchenAid,Home & Kitchen,8633,74.24,152.55,73,TMP-COFNXH,35.01,2022-02-25,Yes
1560,IKEA Toy Car,IKEA,Furniture,3075,9.61,12.13,37,TMP-A8XN6Q,25.3,2018-01-10,No
1561,Adidas Phone,Dell,Grocery,2639,167.87,308.16,31,TMP-RXDLNN,39.87,2023-09-20,No
1562,Apple Headphones,Sony,Clothing,1922,252.31,346.71,114,TMP-YFEV0Y,45.22,2022-10-29,No
1563,Nike Toy Car,Whiskas,Home & Kitchen,7251,103.05,128.96,49,TMP-GPGXJJ,40.68,2022-03-18,No
1564,Puma Printer,Canon,Electronics,8016,15.45,21.6,49,TMP-MDP042,3.87,2019-04-23,No
1565,Puma Monitor,Apple,Books,2599,390.53,506.94,30,TMP-7MYLMA,44.04,2018-02-19,No
1566,HP Headphones,Nike,Pet Supplies,8011,246.78,477.33,61,TMP-795DK4,32.53,2020-11-21,No
1567,HP Printer,Canon,Beauty,1191,488.11,1023.75,40,TMP-BY3Q69,47.68,2023-08-12,No
