order_item_id,order_id,product_id,quantity,unit_price,discount,returned_flag,batch_reference
7379,38958,74,2,497.91,39.48,No,BATCH-VS3MLJC0
7380,29334,1461,7,1384.67,16.44,No,BATCH-O2U5GF86
7381,19406,8981,7,181.47,21.99,No,BATCH-CH6E5MXB
7382,12602,9077,3,1296.15,38.09,No,BATCH-NG372303
7383,40118,12116,5,123.91,16.68,No,BATCH-NYTUJH3E
7384,49565,2607,4,793.31,31.14,No,BATCH-ALENJT93
7385,12762,10090,7,1168.08,38.71,No,BATCH-6NQ90B6C
7386,43312,4038,6,96.26,10.67,No,BATCH-2GEJ5VUU
7387,31033,11839,2,785.65,8.67,No,BATCH-R87KKSLA
7388,14738,10513,4,1222.28,23.86,No,BATCH-EKWOGCJ3
7389,42573,1918,5,7.94,38.08,No,BATCH-2WBGY5VP
7390,53713,5968,4,1172.62,7.87,No,BATCH-OB1XDKAH
7391,2051,5151,1,811.37,37.73,No,BATCH-LH3NFOQG
7392,10983,5353,3,754.2,26.63,No,BATCH-QVP8ZFN3
7393,18265,1395,6,279.94,23.1,No,BATCH-1GLCBXJI
7394,24293,458,4,1067.86,5.51,No,BATCH-Y7MOE9CG
7395,43306,1131,7,559.36,7.44,No,BATCH-ACP5CPNQ
7396,50535,1075,5,11.39,34.67,No,BATCH-JFWFO9M1
7397,25487,7635,5,358.91,39.53,Yes,BATCH-X2Y8CRVC
7398,26946,3131,4,1293.68,22.32,No,BATCH-K8CEEKJ8
7399,6617,4471,4,652.64,24.57,No,BATCH-WM07MCKR
7400,34890,11221,4,91.05,17.01,No,BATCH-NI6CYBSP
7401,1607,212,3,1274.02,18.47,No,BATCH-EA6BS3CH
7402,26374,10665,7,1197.77,12.68,No,BATCH-J67L2S9P
7403,8558,5561,5,454.93,34.37,No,BATCH-JGD82W12
7404,33075,6987,3,86.13,18.02,No,BATCH-M3QKTT79
7405,11826,8181,5,728.53,7.99,No,BATCH-U95X8L8Y
7406,41210,11719,3,607.17,11.55,Yes,BATCH-JU5TEZ4R
7407,51870,11179,2,700.4,12.17,No,BATCH-RLEJS8I1
7408,2317,3733,6,964.19,38.19,No,BATCH-BRJ29OKH
7409,28461,8200,5,1343.63,35.2,No,BATCH-C26S2SZD
7410,39846,3866,8,452.98,21.67,No,BATCH-8E7AVOMN
7411,19362,9091,2,1411.21,35.41,No,BATCH-DFDOJRZ9
7412,23840,5921,7,1266.83,4.63,No,BATCH-JCXYBJXK
7413,42236,911,2,632.84,23.01,No,BATCH-WYXCJYDP
7414,40714,11602,5,1052.1,33.16,No,BATCH-AB1K7FI9
7415,29425,10874,3,801.11,33.93,No,BATCH-GIEIVITW
7416,13384,6913,4,479.12,20.11,No,BATCH-AAC0ZXB5
7417,20984,8283,4,592.24,37.32,No,BATCH-BDY273DY
7418,8854,6109,5,82.05,32.26,No,BATCH-EHE854LE
7419,47171,2578,2,984.54,2.83,No,BATCH-AEPUPF0Z
7420,38113,7581,4,651.65,5.19,No,BATCH-FMMT8D3B
7421,41643,1061,6,263.72,31.68,Yes,BATCH-E5PSYMX9
7422,35176,5776,5,986.75,31.48,No,BATCH-OJRKL04B
7423,51414,1532,2,1228.21,6.59,No,BATCH-U9ERWAXL
7424,13231,12052,3,1177.39,3.61,No,BATCH-JJ800QEA
7425,38432,3750,0,84.22,24.96,No,BATCH-YKS4FX2L
7426,37204,782,6,270.39,16.8,No,BATCH-REP1ELHM
7427,45961,11499,2,1289.96,3.19,No,BATCH-V7M1KJ85
7428,16835,2883,4,219.58,22.37,No,BATCH-9OLW2DNV
7429,50759,9421,2,1487.24,7.63,No,BATCH-MF8WV8ZI
7430,36082,2344,4,424.18,31.88,Yes,BATCH-OH7213OZ
7431,50126,1556,7,244.19,9.62,No,BATCH-79MJ0NAS
7432,27862,9345,4,46.09,20.03,No,BATCH-IV5NCH4V
7433,46195,12062,2,268.46,29.77,No,BATCH-BE7Q2PBT
7434,37331,5293,3,557.04,27.5,No,BATCH-G28N9S3J
7435,35834,1796,8,929.69,25.24,No,BATCH-5APN2WLG
7436,49221,4123,3,89.1,28.73,No,BATCH-6JMD2YP2
7437,43955,12657,3,823.56,15.02,No,BATCH-R35ATBFF
7438,41444,1721,5,182.4,26.49,No,BATCH-L7F28NUR
7439,5869,2370,3,789.64,3.19,No,BATCH-ILXUYUVJ
7440,28275,10960,8,1093.88,15.74,No,BATCH-UK9UEA65
7441,34997,1379,3,1144.32,5.55,No,BATCH-MZTBZZ9Z
7442,3219,2076,6,1302.66,2.45,No,BATCH-9TP3Y2V2
7443,51561,6393,8,150.3,38.51,No,BATCH-HYZ6GSTE
7444,1978,6467,8,549.38,3.97,No,BATCH-HPEW98Z2
7445,52867,7489,3,829.42,34.12,No,BATCH-C3BWMGEZ
7446,41970,1412,7,649.13,22.48,No,BATCH-40WUU078
7447,5468,6495,2,350.38,38.29,No,BATCH-3KLVZ41A
7448,27812,10638,8,442.87,27.65,No,BATCH-0TXI84S1
7449,9402,11909,2,1346.27,31.17,No,BATCH-0T9NUTQN
7450,26784,6929,4,1113.49,9.4,Yes,BATCH-K8W9GNNG
7451,16516,1467,6,10.57,37.37,No,BATCH-ZRPT93WM
7452,299,11441,6,739.19,21.41,No,BATCH-HD8LYSKC
7453,10103,3554,4,751.83,3.34,No,BATCH-ELQEVRLH
7454,6358,10774,3,782.28,20.91,No,BATCH-U8YGNXRZ
7455,15662,10803,5,927.95,8.56,Yes,BATCH-KCDXAUTU
7456,38241,9806,4,1222.99,18.24,Yes,BATCH-NPK2SOGP
7457,49324,6906,8,876.98,6.75,No,BATCH-RWPTUYJZ
7458,28609,977,4,336.18,20.94,No,BATCH-8U6OYZHC
7459,38787,5088,3,1092.11,20.53,Yes,BATCH-DLMB6VG7
7460,23644,11420,3,1268.53,20.37,No,BATCH-H2ZDM7SC
7461,47262,11922,4,881.87,5.06,No,BATCH-4SDWCZB4
7462,26395,12759,1,258.34,29.92,Yes,BATCH-6NE62PEJ
7463,47439,2385,7,484.13,1.33,No,BATCH-BR41KJFW
7464,25288,5101,1,376.43,26.71,No,BATCH-I8NM3M0K
7465,48419,10524,4,1073.95,0.22,No,BATCH-7EWLFWVR
7466,45870,9663,3,392.11,19.21,No,BATCH-U1CJK6K8
7467,273,12830,4,440.86,22.67,No,BATCH-NXCGR9E9
7468,1957,8193,2,412.73,21.5,No,BATCH-K4FFE0O0
7469,13466,700,3,896.09,35.27,No,BATCH-MLV7GU2A
7470,52663,10923,1,1175.17,6.58,No,BATCH-T77SG0H1
7471,22118,10152,7,1451.66,35.75,No,BATCH-7YEM2U39
7472,10919,12120,2,1327.35,24.57,No,BATCH-W2CFH324
7473,21080,8266,8,612.15,23.4,No,BATCH-JSKHSHZU
7474,39898,1905,7,125.7,0.19,No,BATCH-JEY0R7X9
7475,37237,10505,4,7.94,39.26,No,BATCH-RRC1834F
7476,18963,1529,2,132.64,33.88,No,BATCH-7WFWEWD8
7477,6099,2153,5,903.88,30.03,No,BATCH-VHMY17YL
7478,3996,2112,7,732.94,38.79,No,BATCH-IORFZ77N
7479,4393,6969,8,83.18,8.23,No,BATCH-8PXVRPX1
7480,41157,8957,6,17.88,28.6,No,BATCH-CMM8RY43
7481,14786,2358,3,1214.62,21.12,No,BATCH-DKEYKLOR
7482,47675,1908,6,662.06,16.12,No,BATCH-5YOLFMQ2
7483,37803,2299,6,809.44,20.2,No,BATCH-6IO7P9LL
7484,47621,6675,5,820.34,35.2,No,BATCH-9NYULG01
7485,52073,5898,4,1217.87,12.6,No,BATCH-1VFI2O6D
7486,3495,275,6,100.58,18.57,No,BATCH-JG5BU3NB
7487,19548,559,1,587.78,32.91,No,BATCH-IX099JZ2
7488,28718,8284,5,1425.83,25.22,No,BATCH-WV60D4ZA
7489,34789,2651,3,941.78,13.18,No,BATCH-SFL1LNKM
7490,6918,1831,7,443.35,15.41,No,BATCH-O240E177
7491,18715,9954,6,867.38,35.18,No,BATCH-66ZYZ284
7492,5286,1087,4,211.06,32.38,No,BATCH-5FLG0FV7
7493,7967,6572,2,586.08,16.57,Yes,BATCH-HTJ37466
7494,11369,5078,2,814.93,19.15,No,BATCH-YV7HL534
7495,41961,11755,3,1209.99,34.37,No,BATCH-UUDSOM9M
7496,31496,2170,2,1171.98,38.19,No,BATCH-SU0E9WMI
7497,43486,8821,5,1383.79,28.22,No,BATCH-6MBP9SQH
7498,28218,5643,7,543.79,30.31,No,BATCH-55Q81IEO
7499,11440,938,2,498.61,4.61,No,BATCH-7ZV62XSN
7500,51007,217,4,1311.42,30.6,No,BATCH-1KN6SDLZ
7501,6329,10490,4,472.32,10.89,Yes,BATCH-3KMAXTRY
7502,26561,4067,7,246.15,18.24,Yes,BATCH-7FK6K8RT
7503,47026,8647,6,510.74,26.42,No,BATCH-Q78RMGZY
7504,15487,7979,8,1140.13,0.36,No,BATCH-08GU6PM1
7505,19518,1166,1,1331.18,38.87,No,BATCH-FHDVM822
7506,15490,10939,4,222.28,10.23,No,BATCH-OEERA3NI
7507,19129,5649,7,1418.48,31.4,No,BATCH-U8IV45ZD
7508,3554,6473,8,493.68,10.02,Yes,BATCH-H2DTPWI4
7509,34936,3042,7,912.04,0.92,No,BATCH-ET34X0TO
7510,30197,6521,7,37.67,0.16,No,BATCH-ZA20TZ88
7511,11556,10840,8,628.77,13.12,No,BATCH-Z644XVM4
7512,42106,2798,2,1334.6,36.59,No,BATCH-VUKAUSXS
7513,20194,2108,4,535.68,36.06,No,BATCH-XGPK44KP
7514,29941,9123,5,519.89,10.11,No,BATCH-VJRVRYP3
7515,23936,1471,3,1054.86,2.06,No,BATCH-GF46ANQS
7516,35375,12313,6,474.76,1.36,No,BATCH-RAIFRGB6
7517,6768,8361,8,1437.83,19.47,No,BATCH-Y292YMEP
7518,34874,10973,5,911.86,14.49,No,BATCH-UC81ON7H
7519,27758,8499,1,975.47,12.25,No,BATCH-STNUKXOR
7520,28327,8523,5,13.03,4.66,No,BATCH-4XP3ZTLM
7521,9131,7946,7,1338.13,23.17,No,BATCH-EFCLPURG
7522,23130,3500,6,1319.54,3.2,No,BATCH-P4IVYPYH
7523,31686,1033,4,965.58,38.88,No,BATCH-K21MYNK4
7524,4442,9450,2,610.3,6.19,Yes,BATCH-3JJ2TAJO
7525,34343,10530,2,5.24,5.87,No,BATCH-5O0K01Y0
7526,49340,879,1,110.0,0.31,No,BATCH-2MS10J2Y
7527,37815,6596,5,741.35,39.84,No,BATCH-O6CGTJY4
7528,19257,4348,4,776.23,7.06,No,BATCH-08EH387P
7529,49628,7827,1,1201.11,7.29,No,BATCH-A5WQYNFI
7530,28909,11625,4,376.31,22.66,No,BATCH-7NNHHQ8Q
7531,44972,6104,3,1029.94,39.07,No,BATCH-M70QNQEP
7532,31455,7348,4,1278.62,21.81,No,BATCH-FVYCF4KP
7533,9021,681,8,16.14,3.15,Yes,BATCH-LNRJF4MD
7534,51091,9836,1,527.44,4.03,No,BATCH-ALA1U0YR
7535,11516,632,7,579.78,22.6,No,BATCH-YSK6YMR1
7536,38995,6488,8,939.62,18.18,No,BATCH-V7UK7IN3
7537,29019,8766,8,658.63,8.9,Yes,BATCH-8PC3H0JJ
7538,13537,10509,2,1006.58,5.65,No,BATCH-3RITA9YS
7539,51098,9681,5,1053.0,25.28,No,BATCH-1B7WXMEO
7540,11089,4602,2,790.33,34.79,No,BATCH-AS3AFCPD
7541,33164,12178,2,971.74,21.11,No,BATCH-KK7PI0QL
7542,31842,6529,5,16.06,10.9,No,BATCH-9S0CLWEG
7543,26949,12307,0,310.45,26.74,No,BATCH-JBK0UTEF
7544,5391,11391,8,1441.09,18.86,No,BATCH-CLK5CNU0
7545,26443,2252,8,595.22,38.76,No,BATCH-0I7ASCY0
7546,12262,2135,8,1244.61,25.5,No,BATCH-NIKVG7YD
7547,25214,9757,6,810.24,9.04,No,BATCH-DYK0UY39
7548,49664,4240,2,247.94,30.29,No,BATCH-4UL3BPTS
7549,11334,9706,8,571.04,30.41,No,BATCH-9VCOV9JO
7550,22118,5726,3,586.59,0.21,No,BATCH-MRDYLUCG
7551,39430,5000,1,75.28,17.62,No,BATCH-CQ0YH810
7552,23026,3138,5,889.74,12.32,No,BATCH-WD16L0N4
7553,27988,7124,1,86.89,36.37,No,BATCH-86SA1P42
7554,9426,1450,2,235.84,9.94,No,BATCH-UIKU6WXX
7555,36393,3836,7,1178.88,34.33,No,BATCH-CJ2FDRZE
7556,28771,7907,6,827.21,34.3,No,BATCH-95TN5K8M
7557,14078,4678,2,435.25,12.87,No,BATCH-VLKHEIVL
7558,47209,5603,5,789.51,2.03,No,BATCH-0AY2TUM5
7559,20678,4564,1,115.39,18.55,No,BATCH-OW30D6FG
7560,2441,9886,3,546.32,21.85,No,BATCH-3EO52H9F
7561,13816,1809,3,852.62,28.3,No,BATCH-0VBLKJVG
7562,3339,6327,3,550.89,22.9,Yes,BATCH-HVR44SVN
7563,39760,882,4,532.99,1.01,No,BATCH-SNVX9CIS
7564,22958,9897,7,1030.3,36.92,No,BATCH-JUW9LIWJ
7565,51850,11450,5,49.07,2.4,Yes,BATCH-VI5OS12K
7566,25677,1751,3,744.2,30.17,No,BATCH-IH4GNL8U
7567,24196,5209,6,1417.28,33.44,No,BATCH-8ZXWUVM6
7568,51987,4013,8,423.28,34.02,No,BATCH-VC2H8CUF
7569,8721,7494,2,1190.14,33.92,No,BATCH-6PXMZ13A
7570,26114,4961,4,618.27,17.2,No,BATCH-3G9J2BAA
7571,14229,3541,4,1160.68,11.22,No,BATCH-P86VDUWL
7572,7308,10574,5,1085.98,19.38,No,BATCH-TJCIHWFM
7573,26902,2337,8,472.48,3.57,No,BATCH-JAPOHAGU
7574,3712,9387,3,800.61,37.7,No,BATCH-CO539L9Q
7575,40301,1675,8,46.47,6.87,No,BATCH-AVQRHAQE
7576,51591,12251,2,1067.96,23.82,No,BATCH-TWFSX8O9
7577,41321,10084,4,1287.79,8.98,No,BATCH-DZIBPAAU
7578,49899,9498,5,336.29,35.83,No,BATCH-BCG65DHH
7579,17946,5690,8,1073.18,24.86,No,BATCH-3EZSTCYF
7580,24733,321,3,344.94,19.19,No,BATCH-64LSC5K9
7581,15542,6897,2,455.29,25.32,No,BATCH-XYM0ZR0Y
7582,47316,3879,4,855.4,3.53,No,BATCH-2OH8E8P7
7583,17681,6064,2,482.06,26.17,No,BATCH-2V5VMECJ
7584,30654,4490,5,1046.46,32.41,Yes,BATCH-2BCADA4J
7585,7703,1178,5,855.98,1.05,No,BATCH-U4SEI47Q
7586,21619,3789,8,242.27,37.23,No,BATCH-WH6J3X2S
7587,21971,10372,5,323.24,38.09,No,BATCH-N5QGKUN4
7588,3124,11391,7,1269.16,36.57,No,BATCH-QX1JMCMP
7589,7734,7509,5,238.86,22.3,No,BATCH-MAXI1D1W
7590,14682,3175,4,172.09,7.26,No,BATCH-L0QCF3OS
7591,36822,3241,3,13.18,25.37,Yes,BATCH-9GLQSRT2
7592,16414,2383,7,12.41,11.02,Yes,BATCH-82FV08F1
7593,33914,8506,2,657.95,29.21,No,BATCH-D5VO7BWD
7594,40278,10273,1,370.99,1.1,No,BATCH-8FQCJ2Y0
7595,31445,9773,3,219.34,15.04,No,BATCH-1T6LW5Z1
7596,1631,6648,6,1224.37,29.55,No,BATCH-FTADQP8J
7597,46985,11323,4,1087.21,0.69,No,BATCH-M8855HNF
7598,39925,4531,6,629.38,36.47,No,BATCH-99SKQCCY
7599,48060,12131,2,1144.23,37.82,Yes,BATCH-J71A8W21
7600,1733,10619,5,178.57,1.89,No,BATCH-3PGOWE2W
7601,31225,5128,1,1358.03,19.65,No,BATCH-Q8XZ0H56
7602,2266,8133,5,141.18,9.84,No,BATCH-49MT5W44
7603,7221,1980,5,906.03,11.5,No,BATCH-OUKZ1NPA
7604,30994,1548,3,888.12,3.28,No,BATCH-PHA94DNU
7605,41969,5564,6,488.27,14.96,No,BATCH-PND8SKH8
7606,38898,7541,6,247.85,31.73,No,BATCH-290K0LJG
7607,36962,9905,3,556.76,20.48,No,BATCH-GN62XLPO
7608,35551,2789,7,1183.11,5.77,No,BATCH-KD4AC06Y
7609,48601,3064,1,1164.31,25.83,No,BATCH-1RAM85SN
7610,46121,7878,1,1331.49,1.02,No,BATCH-RY4HFAHG
7611,26761,6076,7,326.46,34.79,No,BATCH-OQLEE4VA
7612,30821,6317,6,957.19,11.72,No,BATCH-ZRWDU8D2
7613,25008,2349,3,1284.04,1.44,Yes,BATCH-6HGO98YG
7614,42056,5789,3,438.62,26.12,No,BATCH-DNMSW2G0
7615,33220,1864,4,879.44,35.72,No,BATCH-F4VSLTPM
7616,41143,4449,1,650.0,4.16,No,BATCH-04HHAIAV
7617,35385,2613,2,197.51,18.98,No,BATCH-3EXLVIHD
7618,43195,5070,4,1244.31,32.96,No,BATCH-25SB1SLS
7619,5249,3309,1,982.02,7.16,No,BATCH-3Y16GYHM
7620,48573,7063,8,1316.29,31.92,No,BATCH-X5N9ZBT8
7621,22144,7861,7,288.21,8.05,No,BATCH-W32EB811
7622,26792,4456,5,554.76,21.66,No,BATCH-JWG4AYFU
7623,33800,11546,6,367.49,31.06,No,BATCH-TVZ3VQDG
7624,17135,5643,4,794.77,28.85,No,BATCH-CNTSXDP8
7625,18320,319,7,113.06,31.09,No,BATCH-VXT7G9WD
7626,36903,2973,8,735.09,11.11,No,BATCH-PLF5JFIJ
7627,1771,5192,4,1029.49,37.74,No,BATCH-A84VJD44
7628,22049,1829,5,518.27,6.03,No,BATCH-T5VCK8OK
7629,7036,7707,7,573.59,16.34,No,BATCH-DDMDU9AK
7630,9635,9570,5,624.12,22.22,No,BATCH-U7QLW1K0
7631,7381,5196,8,688.98,9.12,No,BATCH-L4A3EWZC
7632,37058,5617,4,1272.17,12.17,No,BATCH-LT1YVUML
7633,31827,4617,7,195.98,18.98,No,BATCH-F6RE21W5
7634,47365,7926,4,961.45,5.22,No,BATCH-E2W5070B
7635,39141,1281,8,1305.92,16.26,No,BATCH-1SRCBYTI
7636,46168,10420,6,1419.84,13.49,No,BATCH-JX48WKH2
7637,17180,3261,4,219.9,17.77,No,BATCH-VVLB8W53
7638,18512,10233,5,588.04,38.16,No,BATCH-WIRXARM5
7639,43866,11262,1,1478.18,14.65,No,BATCH-N9TXN96B
7640,46338,4754,8,1470.29,33.23,No,BATCH-BU927A38
7641,19235,10026,8,364.61,29.66,No,BATCH-4IYRRNAG
7642,27639,7234,7,59.97,1.44,No,BATCH-Y08K6V5U
7643,30880,8848,1,1170.83,23.27,No,BATCH-9DSTRNIS
7644,17699,53,8,1104.46,38.28,No,BATCH-QCHZLO2C
7645,21244,2838,7,1472.93,36.09,No,BATCH-U3L03PBH
7646,447,9444,3,1430.59,27.12,No,BATCH-J6ZU2CO7
7647,21543,10219,4,759.35,3.65,No,BATCH-3AJTG8RT
7648,26010,2193,1,752.41,2.28,No,BATCH-E5WXEHHW
7649,13571,5477,5,354.08,39.41,No,BATCH-LEGIMX6R
7650,37293,5609,2,575.79,19.93,No,BATCH-4NUSGFSX
7651,16499,10406,8,25.51,8.5,No,BATCH-75HNWCWS
7652,34126,6434,1,581.95,28.71,No,BATCH-KCXD6VGO
7653,10645,4291,4,246.17,14.53,No,BATCH-63846PZ7
7654,30706,1448,3,784.99,16.79,No,BATCH-PZIL5R62
7655,51651,5982,5,1102.19,10.85,No,BATCH-YRCOFDW1
7656,13442,7549,1,14.61,7.98,No,BATCH-LJ9Y90Q1
7657,7917,1551,3,921.37,18.58,No,BATCH-84GRN33T
7658,19918,9249,5,535.66,15.68,No,BATCH-KZC63NU5
7659,47180,11719,1,1309.09,8.14,No,BATCH-9Q94J0YK
7660,28190,4972,3,1060.26,14.51,No,BATCH-7BZQ485M
7661,2856,9239,2,1384.96,36.53,No,BATCH-V4EG84MM
7662,41166,3824,6,402.71,3.03,No,BATCH-907VYPO8
7663,42513,1974,7,322.93,5.01,No,BATCH-0ED26JPO
7664,33153,5378,2,504.58,7.59,No,BATCH-PL0OE5LZ
7665,33754,1660,6,1328.17,30.37,No,BATCH-YPSK41M8
7666,19802,2229,4,1112.69,13.66,No,BATCH-NX9MM6JP
7667,4498,10806,3,1021.3,4.5,No,BATCH-VOTLWMY4
7668,16925,2428,7,466.77,2.53,No,BATCH-5ELJ6P4V
7669,21734,10547,6,905.33,17.58,No,BATCH-FKGFW35J
7670,16054,12166,2,13.69,3.77,No,BATCH-QHERLY6E
7671,26004,1918,4,249.41,2.24,No,BATCH-1C6U3IG2
7672,3583,11807,4,548.43,26.15,No,BATCH-59MSVRRP
7673,25707,1375,5,1497.03,39.82,No,BATCH-64LODVTP
7674,46807,136,3,1310.64,35.87,No,BATCH-STM6AWPJ
7675,9708,3388,2,370.9,1.3,No,BATCH-35MZDQ63
7676,17282,4834,2,934.27,29.34,No,BATCH-45DBIH8I
7677,11645,1222,7,1213.44,17.58,No,BATCH-K3GOVLTU
7678,11192,11679,6,467.61,18.92,No,BATCH-G8J8ZD23
7679,30296,8897,8,621.35,15.33,No,BATCH-JVO4F1MQ
7680,23987,2872,6,761.11,34.62,No,BATCH-ARDRLCB1
7681,23996,2600,8,1405.17,2.01,No,BATCH-NMFIAAW9
7682,11375,6285,2,1030.67,21.44,Yes,BATCH-G60F29EY
7683,37067,529,2,42.47,25.17,No,BATCH-CGR9XEJ6
7684,21436,3976,3,1473.01,39.33,No,BATCH-H8IZAUS0
7685,40362,1164,2,1321.39,16.33,No,BATCH-W192JDIH
7686,39873,6852,8,458.53,22.3,No,BATCH-GM00SGW5
7687,25480,11776,3,600.23,23.19,No,BATCH-G19VNZD7
7688,30191,4182,8,1022.8,8.15,No,BATCH-F3LU52NM
7689,3051,6682,1,1493.87,19.28,No,BATCH-IB1B7JXU
7690,20720,6992,4,461.44,1.93,No,BATCH-B9JBBC01
7691,29665,1933,1,789.86,29.55,No,BATCH-CFL3P46A
7692,51825,5357,1,1269.07,24.3,No,BATCH-4Z77CB88
7693,45991,7576,4,574.0,26.83,No,BATCH-PK63M8L1
7694,8797,976,6,1221.03,38.68,No,BATCH-E3RVKE8J
7695,38704,11101,3,1174.02,24.29,Yes,BATCH-3BYKHFMF
7696,46894,2109,3,1395.76,10.06,No,BATCH-Y41CIDFN
7697,42817,3427,2,549.08,27.14,No,BATCH-AGQBU8MK
7698,15145,6926,8,386.09,4.96,No,BATCH-1FHGV1O2
7699,40787,4931,1,68.14,30.82,No,BATCH-B5ZAM2OU
7700,33492,10735,7,758.59,29.95,No,BATCH-2R25XR6N
7701,19616,12192,4,1064.81,15.01,No,BATCH-MJKZ1L86
7702,26208,1315,6,1404.07,4.18,No,BATCH-PBIHR8XH
7703,4455,7608,5,1111.92,3.04,No,BATCH-X56EFQQH
7704,20592,6816,4,1419.62,35.89,No,BATCH-J2PP5KNH
7705,28638,231,7,669.17,26.38,No,BATCH-T0E0COK4
7706,52323,10632,3,528.18,17.47,No,BATCH-XGV0V1SO
7707,16189,8522,7,195.08,25.97,No,BATCH-GCXM0HLP
7708,23684,4960,4,193.07,2.22,No,BATCH-EE69YT9P
7709,20948,3915,1,170.68,22.8,Yes,BATCH-7YY8YXJT
7710,42321,8550,1,1095.15,9.25,No,BATCH-91EPMD2B
7711,14670,3040,5,1309.29,24.08,No,BATCH-B4Y6SVGT
7712,46257,4962,4,229.11,12.79,No,BATCH-NDB8OR7E
7713,39258,196,1,414.05,19.13,No,BATCH-SJ2JZ7U3
7714,31040,6950,2,941.46,12.33,No,BATCH-R9SDD5J5
7715,22125,2763,6,719.2,34.68,No,BATCH-CC96WVLL
7716,12487,9657,6,789.51,12.24,No,BATCH-MAYDRDV4
7717,31074,4895,2,644.41,24.34,No,BATCH-XQD7TEBZ
7718,8358,10430,3,1455.3,2.06,No,BATCH-7HASTY55
7719,29681,2131,6,1384.1,37.01,No,BATCH-DU4RQIVC
7720,6795,68,8,500.57,28.51,No,BATCH-V1VG478H
7721,6398,4856,7,521.45,16.24,No,BATCH-VXPL48DN
7722,37822,12829,1,517.02,32.36,No,BATCH-58KZIKDF
7723,49556,9820,6,854.16,29.06,No,BATCH-KKE3MGP6
7724,27231,846,4,29.59,32.71,No,BATCH-0QYLO3XM
7725,24450,3107,6,1290.74,38.82,Yes,BATCH-SUVUX27I
7726,44957,1295,8,632.88,24.4,No,BATCH-RVG0IKJI
7727,27495,12049,3,822.95,31.89,No,BATCH-EF0OGAFY
7728,17066,3306,4,406.95,38.54,No,BATCH-D9WPPXQ2
7729,41034,10450,2,38.92,29.16,Yes,BATCH-PS0ZRIKY
7730,47434,5856,2,1029.81,33.67,Yes,BATCH-P1HFZICR
7731,30453,346,1,798.78,35.73,No,BATCH-GG6JG6X2
7732,13178,5701,7,606.98,17.18,No,BATCH-LZEMKL4Y
7733,32644,9879,4,1497.29,27.13,No,BATCH-RZR0RPBI
7734,19407,10493,6,576.86,18.38,No,BATCH-85K9JJ2D
7735,43321,3411,6,568.53,29.48,No,BATCH-X7GPEBXX
7736,4791,10131,6,912.7,29.52,No,BATCH-IU127MTG
7737,2596,6143,8,887.51,20.28,No,BATCH-EQE4CQMN
7738,19320,9382,8,424.03,4.74,No,BATCH-CUB1P69R
7739,16157,9440,4,1454.09,36.74,No,BATCH-N0EY7IVU
7740,1443,2383,5,485.22,24.02,No,BATCH-09SRIKF6
7741,6335,3103,5,1050.68,8.32,No,BATCH-F1WY20SL
7742,25751,1666,6,732.36,15.04,No,BATCH-LFKV926Y
7743,44297,3244,7,44.12,29.83,No,BATCH-S1NUEVCS
7744,30036,7555,8,56.45,28.4,No,BATCH-YNJC9XJG
7745,16994,10825,8,586.22,15.27,Yes,BATCH-S9DEY3O4
7746,35802,527,5,1166.66,29.13,No,BATCH-32RIPFJU
7747,14035,3554,6,186.44,38.25,No,BATCH-9WMKSOUT
7748,25170,6620,2,642.69,0.41,No,BATCH-7V0USU6S
7749,7621,7738,3,915.81,38.84,No,BATCH-892GQYCR
7750,35171,2083,3,369.89,33.94,No,BATCH-X1ACMFTY
7751,7650,1581,4,133.75,4.71,No,BATCH-27QC1HSH
7752,20761,2601,4,868.64,37.9,No,BATCH-FFE4YRNN
7753,28619,604,3,32.9,12.08,No,BATCH-C5EN1F7R
7754,4769,5167,1,1079.99,18.43,No,BATCH-AOW8ESVJ
7755,21348,10641,3,293.7,23.53,No,BATCH-U7AP8RTG
7756,38791,5642,4,1200.15,24.85,No,BATCH-4DETMFZ6
7757,19594,11554,5,268.92,13.53,No,BATCH-0HMVBALF
7758,40240,8699,4,131.49,23.76,No,BATCH-U629QD7R
7759,33031,1181,6,458.26,34.04,No,BATCH-41V3EOU3
7760,1862,6415,7,1355.71,14.85,No,BATCH-0K5DGTFN
7761,27320,4012,2,851.43,13.18,No,BATCH-KN30I9GC
7762,16989,5719,4,1190.69,36.86,No,BATCH-5NHBAWEQ
7763,44569,831,3,1005.48,17.81,No,BATCH-424YM6NL
7764,35328,7365,3,708.46,30.98,No,BATCH-DNLDEJUT
7765,22113,7314,6,511.25,36.53,No,BATCH-U06MPREX
7766,11285,3256,5,1268.02,13.26,No,BATCH-DYG2B982
7767,3751,28,3,1332.27,33.94,No,BATCH-N9HP6IW0
7768,30349,12021,6,529.75,35.26,No,BATCH-ANFZCZET
7769,8931,8062,2,986.97,22.93,No,BATCH-MI1M2B73
7770,32468,9381,7,1134.93,30.7,No,BATCH-74EQ14CK
7771,31450,8263,7,1274.88,3.17,Yes,BATCH-8HSTCZ2L
7772,38012,3869,7,1365.46,2.56,No,BATCH-PQJUIX2W
7773,32053,8156,4,1189.24,16.27,No,BATCH-SVS2L0LS
7774,868,2271,6,745.42,20.37,No,BATCH-YIFTA8YP
7775,28920,4480,6,1063.72,9.33,No,BATCH-0IPCBYTO
7776,29120,11775,5,1371.25,10.54,No,BATCH-YTKMLCGC
